"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"35","62_hypothetical_protein",3,3,"PF12472_","62_hypothetical_protein.faa","62_hypothetical_protein.fna","1105327_642111_181604",30
"36","65_hypothetical_protein",3,3,"","65_hypothetical_protein.faa","65_hypothetical_protein.fna","642111_181604_70203",30
"37","66_major_capsid_protein",2,2,"","66_major_capsid_protein.faa","66_major_capsid_protein.fna","642111_70203",20
"38","67_putative_minor_capsi..",2,2,"","67_putative_minor_capsi...faa","67_putative_minor_capsi...fna","642111_70203",20
"39","92_Vpf504",4,4,"","92_Vpf504.faa","92_Vpf504.fna","642111_181604_127508_70203",40
"40","69_putative_minor_coat_..",3,3,"PF10734_","69_putative_minor_coat_...faa","69_putative_minor_coat_...fna","642111_181604_70203",30
"41","70_putative_assembly_pr..",2,2,"PF05707_","70_putative_assembly_pr...faa","70_putative_assembly_pr...fna","642111_70203",20
"42","73_hypothetical_protein",1,1,"","73_hypothetical_protein.faa","73_hypothetical_protein.fna","642111",10
"43","76_prim-VSK",2,2,"","76_prim-VSK.faa","76_prim-VSK.fna","181604_70203",20
"44","77_membrane_glycoprotei..",2,2,"","77_membrane_glycoprotei...faa","77_membrane_glycoprotei...fna","181604_70203",20
"45","81_major_coat_protein",1,1,"","81_major_coat_protein.faa","81_major_coat_protein.fna","181604",10
"46","82_memb2",2,2,"","82_memb2.faa","82_memb2.fna","181604_70203",20
"47","85_VSK-tox1",1,1,"PF05707_","85_VSK-tox1.faa","85_VSK-tox1.fna","181604",10
"48","86_VSK_tox2",1,1,"","86_VSK_tox2.faa","86_VSK_tox2.fna","181604",10
"49","87_hypothetical_protein",2,2,"","87_hypothetical_protein.faa","87_hypothetical_protein.fna","181604_70203",20
"50","90_Vpf76",1,1,"","90_Vpf76.faa","90_Vpf76.fna","127508",10
"51","95_Vpf215",1,1,"","95_Vpf215.faa","95_Vpf215.fna","127508",10
"52","103_hypothetical_protein",1,1,"","103_hypothetical_protein.faa","103_hypothetical_protein.fna","70203",10
"53","104_hypothetical_protein",1,1,"","104_hypothetical_protein.faa","104_hypothetical_protein.fna","70203",10
"54","107_hypothetical_protein",1,1,"","107_hypothetical_protein.faa","107_hypothetical_protein.fna","70203",10
