11_ss-DNA_binding_prote...faa	-	ID:NP_047352.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
13_IX.faa	-	ID:NP_047354.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
15_III.faa	-	ID:NP_047356.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
19_hypothetical_protein.faa	-	ID:NP_047360.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
20_hypothetical_protein.faa	-	ID:NP_047361.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
22_IV.faa	-	-	ID:NP_039614.1,	-	-	ID:NP_040655.1,	-	-	-	-	-	-	-	-	-	-	-	ID:NP_040579.1,	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008130282.1,	-	-	-	-	-	ID:NP_047372.1,	-	-	-	-	-	
23_replication_initiati...faa	-	-	ID:NP_039615.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
24_X.faa	-	-	ID:NP_039616.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
25_gene_V_product.faa	-	-	ID:NP_039617.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
26_VII.faa	-	-	ID:NP_039618.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_040573.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
27_IX.faa	-	-	ID:NP_039619.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_040574.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
29_III.faa	-	-	ID:NP_039621.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_040576.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
40_hypothetical_protein.faa	-	-	-	-	ID:NP_604421.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
41_hypothetical_protein.faa	-	-	-	-	ID:NP_604422.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
42_Putative_structural_...faa	-	-	-	-	ID:NP_604423.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
43_Putative_structural_...faa	-	-	-	-	ID:NP_604424.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
44_Putative_coat_protei...faa	-	-	-	-	ID:NP_604425.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
45_Putative_structural_...faa	-	-	-	-	ID:NP_604426.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
46_Putative_structural_...faa	-	-	-	-	ID:NP_604427.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
47_hypothetical_protein.faa	-	-	-	-	ID:NP_604428.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009724388.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
48_Putative_replication...faa	-	-	-	-	ID:NP_604429.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
49_hypothetical_protein.faa	-	-	-	-	ID:NP_604430.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
50_hypothetical_protein.faa	-	-	-	-	-	ID:NP_040651.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
51_major_coat_protein.faa	-	-	-	-	-	ID:NP_040652.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
52_50-kDa_virion_protei...faa	-	-	-	-	-	ID:NP_040653.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
56_hypothetical_protein.faa	-	-	-	-	-	ID:NP_040657.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
57_hypothetical_protein.faa	-	-	-	-	-	ID:NP_040658.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
58_ssDNA-binding_protei...faa	-	-	-	-	-	ID:NP_040659.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
59_ssDNA_binding_protei...faa	-	-	-	-	-	-	ID:NP_039600.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
60_hypothetical_protein.faa	-	-	-	-	-	-	ID:NP_039601.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
61_hypothetical_protein.faa	-	-	-	-	-	-	ID:NP_039602.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
62_major_coat_protein.faa	-	-	-	-	-	-	ID:NP_039603.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
63_hypothetical_protein.faa	-	-	-	-	-	-	ID:NP_039604.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
64_hypothetical_protein.faa	-	-	-	-	-	-	ID:NP_039605.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
65_putative_assembly_pr...faa	-	-	-	-	-	-	ID:NP_039606.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_087078.1,	ID:YP_004934230.1,	-	-	-	-	-	ID:NP_059537.1,	ID:NP_059547.1,	-	-	-	-	-	-	
66_hypothetical_protein.faa	-	-	-	-	-	-	ID:NP_039607.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
67_putative_integrase.faa	-	-	-	-	-	-	ID:NP_039608.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
68_hypothetical_protein.faa	-	-	-	-	-	-	ID:NP_039609.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
69_hypothetical_protein.faa	-	-	-	-	-	-	ID:NP_039610.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
70_hypothetical_protein.faa	-	-	-	-	-	-	ID:NP_039611.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
71_hypothetical_protein.faa	-	-	-	-	-	-	ID:NP_039612.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
72_hypothetical_protein.faa	-	-	-	-	-	-	ID:NP_039613.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
73_rolling_circle_DNA_r...faa	-	-	-	-	-	-	-	ID:YP_009008119.1,	-	ID:YP_009103107.1,	ID:YP_863916.1,	ID:YP_002290963.1,	-	-	-	ID:YP_009786104.1,	ID:NP_932305.2,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
74_hypothetical_protein.faa	-	-	-	-	-	-	-	ID:YP_009008120.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
75_resolvase.faa	-	-	-	-	-	-	-	ID:YP_009008121.1,	-	-	ID:YP_863918.1,	ID:YP_002290965.1,	-	-	-	ID:YP_009786106.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
76_DNA_binding_protein.faa	-	-	-	-	-	-	-	ID:YP_009008122.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
77_single-stranded_DNA_...faa	-	-	-	-	-	-	-	ID:YP_009008123.1,	-	ID:YP_009103096.1,	ID:YP_863905.1,	ID:YP_002290952.1,	-	-	-	ID:YP_009786094.1,	ID:NP_932296.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
78_highly_divergent_DNA...faa	-	-	-	-	-	-	-	ID:YP_009008124.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
79_hypothetical_protein.faa	-	-	-	-	-	-	-	ID:YP_009008125.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
80_GRPE-like_protein.faa	-	-	-	-	-	-	-	ID:YP_009008126.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
81_minor_capsid_protein.faa	-	-	-	-	-	-	-	ID:YP_009008127.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
82_minor_capsid_protein.faa	-	-	-	-	-	-	-	ID:YP_009008128.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
83_phage_assembly_prote...faa	-	-	-	-	-	-	-	ID:YP_009008129.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
84_termination_of_virio...faa	-	-	-	-	-	-	-	ID:YP_009008130.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
85_termination_of_virio...faa	-	-	-	-	-	-	-	ID:YP_009008131.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
87_hypothetical_protein.faa	-	-	-	-	-	-	-	ID:YP_009008133.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
88_hypothetical_protein.faa	-	-	-	-	-	-	-	ID:YP_009008134.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
89_hypothetical_protein.faa	-	-	-	-	-	-	-	-	ID:YP_004327580.1,	-	-	-	ID:YP_007011046.1,	ID:YP_863923.1,	ID:YP_008320408.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
90_putative_minor_coat_...faa	-	-	-	-	-	-	-	-	ID:YP_004327581.1,	ID:YP_009103098.1,	ID:YP_863908.1,	ID:YP_002290955.1,	-	-	-	ID:YP_009786096.1,	ID:NP_932297.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
92_putative_major_coat_...faa	-	-	-	-	-	-	-	-	ID:YP_004327583.1,	-	-	-	-	-	-	-	ID:NP_932299.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
93_putative_minor_coat_...faa	-	-	-	-	-	-	-	-	ID:YP_004327584.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
94_putative_minor_coat_...faa	-	-	-	-	-	-	-	-	ID:YP_004327585.1,	-	-	-	-	-	-	-	ID:NP_932301.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
96_hypothetical_protein.faa	-	-	-	-	-	-	-	-	ID:YP_004327587.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
99_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	ID:YP_009103097.1,	-	-	-	-	-	ID:YP_009786095.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
101_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	ID:YP_009103099.1,	ID:YP_863909.1,	ID:YP_002290956.1,	-	-	-	ID:YP_009786097.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
102_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	ID:YP_009103100.1,	-	ID:YP_002290957.1,	-	-	-	ID:YP_009786098.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
104_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	ID:YP_009103102.1,	ID:YP_863912.1,	ID:YP_002290959.1,	-	-	-	ID:YP_009786100.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
105_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	ID:YP_009103103.1,	ID:YP_863913.1,	ID:YP_002290960.1,	-	-	-	ID:YP_009786101.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
106_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	ID:YP_009103104.1,	ID:YP_863914.2,	-	-	-	-	ID:YP_009786102.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
108_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	ID:YP_009103106.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
110_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	ID:YP_009103108.1,	-	-	-	-	-	ID:YP_009786107.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
112_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	ID:YP_863906.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
116_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	ID:YP_863910.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
123_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	ID:YP_863917.1,	ID:YP_002290964.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
125_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	ID:YP_863919.2,	ID:YP_008136230.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
127_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	ID:YP_002290953.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
135_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	ID:YP_002290961.1,	-	-	-	-	-	-	-	-	ID:YP_008130372.1,	ID:YP_257150.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
144_major_coat_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_007011047.1,	ID:YP_863924.1,	ID:YP_008320409.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
145_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_007011048.1,	ID:YP_863925.1,	ID:YP_008320410.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
146_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_007011049.1,	ID:YP_863926.1,	ID:YP_008320411.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
147_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_007011050.1,	ID:YP_863927.1,	ID:YP_008320412.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
150_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_007011053.1,	ID:YP_863930.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
151_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_007011054.1,	ID:YP_863931.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
152_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_007011055.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
153_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_863920.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
173_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008320414.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
185_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009786105.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
192_ORF5.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_932300.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
195_ORF8.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_932304.2,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
207_putative_replication...faa	-	-	-	-	-	-	-	-	ID:YP_004327588.1,	-	-	-	ID:YP_007011045.1,	ID:YP_863922.1,	ID:YP_008320407.1,	-	-	-	ID:YP_001718368.1,	ID:YP_009664526.1,	ID:YP_008130366.1,	ID:YP_257146.1,	ID:YP_004539131.1,	-	-	-	ID:YP_004286230.1,ID:YP_004286234.1,	ID:YP_087070.1,	ID:YP_004934224.1,	ID:YP_002925188.1,	-	ID:NP_835472.1,	ID:NP_542355.1,	ID:YP_031686.1,	ID:NP_059531.1,	ID:NP_059541.1,	-	ID:YP_031679.1,	ID:NP_695202.1,	-	-	-	
208_hypothetical_protein.faa	ID:YP_009111299.1,	-	-	ID:NP_510887.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_040572.1,	ID:YP_001718369.1,	ID:YP_009664527.1,	-	ID:YP_257152.1,	ID:YP_004539132.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009664515.1,	ID:NP_536673.1,	-	
209_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_001718370.1,	ID:YP_009664528.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009664516.1,	-	-	
210_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_001718371.1,	ID:YP_009664529.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009664518.1,	-	-	
212_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_001718373.1,	ID:YP_009664533.1,	ID:YP_008130374.1,	ID:YP_257148.1,	ID:YP_004539138.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
218_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009664530.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009664519.1,	-	-	
220_trbP-related.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009664532.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009664521.1,	ID:NP_536676.1,	-	
