QueryID,SubjectID,Perc.Ident,Alignment.Length,Mismatches,Gap.Openings,Q.start,Q.end,S.start,S.end,E,Bits
ID:YP_009505783.1,ID:YP_003587906.1,42.857,42,23,1,217,258,231,271,1.31e-8,44.3
ID:YP_009505783.1,ID:YP_003587842.1,44.444,45,23,1,216,258,248,292,2.15e-8,43.9
ID:YP_009505783.1,ID:YP_009505718.1,45.238,42,22,1,217,258,221,261,5.35e-8,42.4
ID:YP_009505783.1,ID:YP_003587846.1,47.368,38,20,0,221,258,229,266,5.12e-7,39.3
ID:YP_009505783.1,ID:YP_003587846.1,24.324,37,28,0,4,40,3,39,0.017,25.4
ID:YP_009505783.1,ID:YP_003587850.1,52.632,38,17,1,222,258,243,280,8.23e-7,38.9
ID:YP_009505783.1,ID:YP_003587850.1,19.565,46,37,0,4,49,3,48,0.15,22.7
ID:YP_009505783.1,ID:YP_009505726.1,52.632,38,18,0,221,258,237,274,8.58e-7,38.9
ID:YP_009505783.1,ID:YP_003587864.1,42.553,47,23,2,215,257,228,274,6.99e-5,32.7
ID:YP_009505783.1,ID:YP_003587875.1,28,50,35,1,1,50,1,49,0.008,26.6
ID:YP_009505787.1,ID:YP_009505787.1,100,265,0,0,1,265,1,265,0,551
ID:YP_009505787.1,ID:YP_009505763.1,50.929,269,121,4,1,265,1,262,3e-88,254
ID:YP_009505787.1,ID:YP_009505791.1,54.104,268,116,3,1,265,1,264,6.7100000000000006e-88,253
ID:YP_009505787.1,ID:YP_003587902.1,51.866,268,104,4,1,265,1,246,5.38e-86,248
ID:YP_009505787.1,ID:YP_001109581.1,51.292,271,114,5,1,264,1,260,2.54e-77,226
ID:YP_009505787.1,ID:YP_009505759.1,49.813,267,130,3,1,265,1,265,7.18e-70,207
ID:YP_009505787.1,ID:YP_009505779.1,44.195,267,143,5,1,265,1,263,2.5e-68,203
ID:YP_009505787.1,ID:YP_009505767.1,46.212,264,130,4,1,264,1,252,1.36e-61,186
ID:YP_009505787.1,ID:YP_009505755.1,44.569,267,132,6,2,265,5,258,1.37e-58,178
ID:YP_009505787.1,ID:YP_009505771.1,43.411,258,144,2,8,264,6,262,6.83e-56,171
ID:YP_009505787.1,ID:YP_009505783.1,44.444,270,121,8,9,264,4,258,1.81e-55,170
ID:YP_009505787.1,ID:YP_009505775.1,44.318,264,127,7,9,264,4,255,4.2e-55,169
ID:YP_009505787.1,ID:YP_009505795.1,30.108,279,164,9,9,264,9,279,8.13e-24,88.2
ID:YP_009505787.1,ID:YP_003587842.1,30.612,196,89,8,106,265,109,293,4.31e-10,48.9
ID:YP_009505787.1,ID:YP_003587838.1,25.784,287,156,12,10,263,3,265,1.48e-9,47
ID:YP_009505787.1,ID:YP_003587875.1,47.727,44,19,2,224,264,236,278,1.06e-6,38.5
ID:YP_009505787.1,ID:YP_009505718.1,46.341,41,20,1,224,264,223,261,1.77e-5,34.7
ID:YP_009505787.1,ID:YP_003587846.1,27.5,160,107,6,108,264,113,266,5.62e-4,30
ID:YP_009505787.1,ID:YP_003587864.1,41.667,48,23,3,220,265,228,272,0.001,28.9
ID:YP_009505787.1,ID:YP_003587850.1,43.59,39,21,1,226,264,243,280,0.002,28.5
ID:YP_009505787.1,ID:YP_003587906.1,33.333,30,20,0,16,45,9,38,0.005,26.9
ID:YP_009505787.1,ID:YP_009505726.1,41.026,39,22,1,226,264,237,274,0.01,26.2
ID:YP_009505791.1,ID:YP_009505791.1,100,264,0,0,1,264,1,264,0,549
ID:YP_009505791.1,ID:YP_003587902.1,58.271,266,89,5,1,264,1,246,2.74e-96,274
ID:YP_009505791.1,ID:YP_009505763.1,56.716,268,106,5,1,264,1,262,2.29e-94,270
ID:YP_009505791.1,ID:YP_001109581.1,54.307,267,111,4,1,263,1,260,2.66e-90,259
ID:YP_009505791.1,ID:YP_009505787.1,53.903,269,115,3,1,264,1,265,2.47e-82,239
ID:YP_009505791.1,ID:YP_009505759.1,53.506,271,113,5,1,264,1,265,3.22e-81,236
ID:YP_009505791.1,ID:YP_009505767.1,53.232,263,112,6,1,263,1,252,5.62e-75,220
ID:YP_009505791.1,ID:YP_009505779.1,50.365,274,115,7,1,264,1,263,1.08e-73,217
ID:YP_009505791.1,ID:YP_009505755.1,49.621,264,118,6,4,264,7,258,8.3e-67,199
ID:YP_009505791.1,ID:YP_009505775.1,47.674,258,126,5,9,263,4,255,1.44e-59,181
ID:YP_009505791.1,ID:YP_009505783.1,44.853,272,116,9,9,263,4,258,3.9e-55,169
ID:YP_009505791.1,ID:YP_009505771.1,44.106,263,134,6,8,263,6,262,1.05e-53,166
ID:YP_009505791.1,ID:YP_009505795.1,28,275,152,9,20,263,20,279,2.17e-17,70.1
ID:YP_009505791.1,ID:YP_003587838.1,29.225,284,149,13,10,262,3,265,1.75e-9,47
ID:YP_009505791.1,ID:YP_003587842.1,41.304,46,26,1,220,264,248,293,3.32e-7,40
ID:YP_009505791.1,ID:YP_009505718.1,41.463,41,22,1,223,263,223,261,3.35e-5,33.9
ID:YP_009505791.1,ID:YP_003587875.1,39.535,43,24,2,223,263,236,278,5.4e-5,33.1
ID:YP_009505791.1,ID:YP_003587864.1,41.667,48,23,3,219,264,228,272,1.2e-4,32.3
ID:YP_009505791.1,ID:YP_003587906.1,44.828,29,16,0,223,251,233,261,1.95e-4,31.6
ID:YP_009505791.1,ID:YP_003587850.1,51.515,33,15,1,231,263,249,280,5.62e-4,30
ID:YP_009505791.1,ID:YP_003587850.1,23.077,39,30,0,9,47,3,41,0.013,25.8
ID:YP_009505791.1,ID:YP_003587846.1,28.205,39,28,0,9,47,3,41,7.18e-4,29.6
ID:YP_009505791.1,ID:YP_003587846.1,50,32,15,1,232,263,236,266,0.002,28.5
ID:YP_009505791.1,ID:YP_009505726.1,39.394,33,15,1,232,264,244,271,0.002,28.5
ID:YP_009505795.1,ID:YP_009505795.1,100,280,0,0,1,280,1,280,0,580
ID:YP_009505795.1,ID:YP_001109581.1,29.021,286,170,7,1,279,1,260,1.95e-26,95.1
ID:YP_009505795.1,ID:YP_009505783.1,29.577,284,160,5,9,280,4,259,2.24e-24,89.4
ID:YP_009505795.1,ID:YP_009505763.1,25.606,289,177,7,1,279,1,261,4.02e-23,86.3
ID:YP_009505795.1,ID:YP_003587902.1,28.47,281,163,8,1,279,1,245,7.89e-23,85.1
ID:YP_009505795.1,ID:YP_009505759.1,27.852,298,162,10,1,279,1,264,9.49e-20,77
ID:YP_009505795.1,ID:YP_009505775.1,27.652,264,162,8,21,279,16,255,2.36e-19,75.5
ID:YP_009505795.1,ID:YP_009505779.1,28.522,291,167,9,1,279,1,262,2.48e-18,72.8
ID:YP_009505795.1,ID:YP_009505771.1,29.104,268,157,9,21,279,19,262,1.23e-17,70.9
ID:YP_009505795.1,ID:YP_009505787.1,29.771,262,161,7,22,279,22,264,4.39e-17,69.3
ID:YP_009505795.1,ID:YP_009505755.1,28.464,267,152,9,20,279,23,257,7.13e-16,65.9
ID:YP_009505795.1,ID:YP_009505755.1,37.5,24,14,1,249,272,12,34,5.3,17.7
ID:YP_009505795.1,ID:YP_009505791.1,27.517,298,162,10,1,279,1,263,2.4e-14,61.6
ID:YP_009505795.1,ID:YP_009505767.1,40.278,72,43,0,1,72,1,72,2.73e-14,61.2
ID:YP_009505795.1,ID:YP_003587838.1,23.569,297,165,11,10,278,3,265,1.06e-10,50.8
ID:YP_009505795.1,ID:YP_003587850.1,34.314,102,62,2,181,279,181,280,1.67e-9,47.4
ID:YP_009505795.1,ID:YP_003587864.1,24.055,291,183,9,9,278,1,274,2.75e-9,46.6
ID:YP_009505795.1,ID:YP_009505726.1,52.632,38,18,0,242,279,237,274,1.78e-7,41.2
ID:YP_009505795.1,ID:YP_009505726.1,17.949,39,32,0,9,47,3,41,0.002,28.1
ID:YP_009505795.1,ID:YP_003587842.1,28.495,186,111,6,113,277,110,294,1.06e-6,38.9
ID:YP_009505795.1,ID:YP_009505718.1,43.59,39,21,1,241,279,224,261,4.67e-6,36.6
ID:YP_009505795.1,ID:YP_003587875.1,46.341,41,19,1,242,279,238,278,6.45e-6,36.2
ID:YP_009505795.1,ID:YP_003587846.1,35.185,54,33,1,226,279,215,266,1.33e-5,35.4
ID:YP_009505795.1,ID:YP_003587906.1,39.474,38,22,1,242,279,235,271,4.31e-4,30.4
ID:YP_001109581.1,ID:YP_001109581.1,100,261,0,0,1,261,1,261,0,546
ID:YP_001109581.1,ID:YP_009505763.1,50.379,264,124,4,1,260,1,261,2.38e-89,256
ID:YP_001109581.1,ID:YP_003587902.1,55.303,264,95,6,1,260,1,245,2.93e-89,256
ID:YP_001109581.1,ID:YP_009505791.1,56.439,264,110,3,1,260,1,263,3.91e-87,251
ID:YP_001109581.1,ID:YP_009505759.1,53.383,266,116,3,1,260,1,264,2.21e-83,241
ID:YP_001109581.1,ID:YP_009505779.1,51.128,266,120,5,1,260,1,262,5.37e-77,225
ID:YP_001109581.1,ID:YP_009505767.1,49.615,260,123,4,1,260,1,252,2e-72,213
ID:YP_001109581.1,ID:YP_009505787.1,50.185,271,117,5,1,260,1,264,9.33e-69,204
ID:YP_001109581.1,ID:YP_009505783.1,48.496,266,114,7,9,261,4,259,3.38e-64,192
ID:YP_001109581.1,ID:YP_009505755.1,46.591,264,121,7,4,260,7,257,1.43e-61,186
ID:YP_001109581.1,ID:YP_009505775.1,45.736,258,128,7,9,260,4,255,1.41e-58,178
ID:YP_001109581.1,ID:YP_009505771.1,41.923,260,141,5,8,260,6,262,4.52e-49,154
ID:YP_001109581.1,ID:YP_009505795.1,29.371,286,169,7,1,260,1,279,9.09e-28,98.6
ID:YP_001109581.1,ID:YP_003587838.1,43.75,48,22,2,217,259,218,265,1.83e-7,40.8
ID:YP_001109581.1,ID:YP_009505718.1,41.86,43,23,1,218,260,221,261,1.45e-6,38.1
ID:YP_001109581.1,ID:YP_009505718.1,17.073,41,34,0,9,49,3,43,0.024,25
ID:YP_001109581.1,ID:YP_003587906.1,40.476,42,23,1,218,259,231,270,2.14e-6,37.7
ID:YP_001109581.1,ID:YP_003587875.1,41.86,43,23,1,220,260,236,278,1.66e-5,34.7
ID:YP_001109581.1,ID:YP_003587864.1,45.238,42,17,2,222,259,235,274,4.64e-5,33.5
ID:YP_001109581.1,ID:YP_003587846.1,41.026,39,22,1,222,260,229,266,3.47e-4,30.8
ID:YP_001109581.1,ID:YP_003587846.1,25.641,39,29,0,9,47,3,41,0.002,28.1
ID:YP_001109581.1,ID:YP_009505726.1,38.462,39,19,1,222,260,237,270,3.56e-4,30.8
ID:YP_001109581.1,ID:YP_003587850.1,29.06,117,72,4,154,260,165,280,4.96e-4,30.4
ID:YP_001109581.1,ID:YP_003587850.1,20.513,39,31,0,9,47,3,41,0.023,25
ID:YP_001109581.1,ID:YP_003587842.1,26.875,160,86,6,122,260,143,292,5.47e-4,30
ID:YP_003587902.1,ID:YP_003587902.1,100,246,0,0,1,246,1,246,0,514
ID:YP_003587902.1,ID:YP_009505791.1,57.143,266,92,4,1,246,1,264,1.19e-90,259
ID:YP_003587902.1,ID:YP_001109581.1,53.585,265,98,7,1,245,1,260,6.17e-88,252
ID:YP_003587902.1,ID:YP_009505763.1,51.88,266,104,6,1,246,1,262,3.24e-83,240
ID:YP_003587902.1,ID:YP_009505759.1,49.811,265,114,2,1,246,1,265,1.8e-75,221
ID:YP_003587902.1,ID:YP_009505787.1,50.376,266,111,3,1,246,1,265,2.33e-75,220
ID:YP_003587902.1,ID:YP_009505779.1,48.327,269,110,6,1,246,1,263,1.65e-71,211
ID:YP_003587902.1,ID:YP_009505767.1,49.421,259,110,6,1,245,1,252,1.16e-70,208
ID:YP_003587902.1,ID:YP_009505771.1,46.947,262,116,4,5,245,3,262,1.9e-62,187
ID:YP_003587902.1,ID:YP_009505755.1,44.231,260,120,7,4,246,7,258,1.55e-60,182
ID:YP_003587902.1,ID:YP_009505783.1,46.332,259,113,5,9,245,4,258,1.62e-58,177
ID:YP_003587902.1,ID:YP_009505775.1,40,255,132,5,9,245,4,255,1.5e-51,159
ID:YP_003587902.1,ID:YP_009505795.1,28.328,293,148,11,1,245,1,279,7.09e-24,87.8
ID:YP_003587902.1,ID:YP_003587875.1,25.993,277,162,11,10,245,4,278,1.74e-9,46.6
ID:YP_003587902.1,ID:YP_003587838.1,23.776,286,144,12,10,244,3,265,2.38e-9,46.2
ID:YP_003587902.1,ID:YP_003587842.1,50,46,22,1,202,246,248,293,1.93e-8,43.5
ID:YP_003587902.1,ID:YP_003587906.1,24.042,287,147,11,10,244,3,270,1.99e-7,40.4
ID:YP_003587902.1,ID:YP_009505718.1,35.556,90,51,3,156,245,179,261,1.33e-6,38.1
ID:YP_003587902.1,ID:YP_009505726.1,30.303,99,59,4,149,246,182,271,9.21e-5,32.3
ID:YP_003587902.1,ID:YP_003587864.1,40,40,22,1,207,246,235,272,1.68e-4,31.6
ID:YP_003587902.1,ID:YP_003587850.1,46.154,39,20,1,207,245,243,280,1.72e-4,31.6
ID:YP_003587902.1,ID:YP_003587846.1,43.59,39,21,1,207,245,229,266,1.88e-4,31.6
ID:YP_003587902.1,ID:YP_003587846.1,28.205,39,28,0,9,47,3,41,0.002,28.5
ID:YP_009505755.1,ID:YP_009505755.1,100,258,0,0,1,258,1,258,0,533
ID:YP_009505755.1,ID:YP_009505763.1,46.36,261,129,5,7,258,4,262,5.99e-74,217
ID:YP_009505755.1,ID:YP_009505791.1,50,264,117,6,7,258,4,264,1.41e-71,211
ID:YP_009505755.1,ID:YP_009505779.1,49.071,269,115,7,5,258,2,263,2e-71,211
ID:YP_009505755.1,ID:YP_009505775.1,49.027,257,115,6,12,257,4,255,7.13e-70,207
ID:YP_009505755.1,ID:YP_001109581.1,47.368,266,116,8,7,257,4,260,8.13e-69,204
ID:YP_009505755.1,ID:YP_003587902.1,46.183,262,112,6,7,258,4,246,1.41e-68,203
ID:YP_009505755.1,ID:YP_009505767.1,45.896,268,109,4,7,257,4,252,4.03e-68,202
ID:YP_009505755.1,ID:YP_009505759.1,46.067,267,124,5,7,258,4,265,2.85e-66,197
ID:YP_009505755.1,ID:YP_009505787.1,44.815,270,127,7,5,258,2,265,8.47e-62,186
ID:YP_009505755.1,ID:YP_009505783.1,43.969,257,131,5,12,257,4,258,6.39e-57,174
ID:YP_009505755.1,ID:YP_009505771.1,42.412,257,138,4,11,257,6,262,1.24e-47,150
ID:YP_009505755.1,ID:YP_009505795.1,28.302,265,155,7,23,257,20,279,4.77e-18,72
ID:YP_009505755.1,ID:YP_009505795.1,37.5,24,14,1,12,34,249,272,4.5,18.1
ID:YP_009505755.1,ID:YP_003587838.1,24.653,288,148,11,13,256,3,265,3.25e-12,55.1
ID:YP_009505755.1,ID:YP_003587842.1,25.907,193,100,8,101,258,109,293,6.99e-9,45.1
ID:YP_009505755.1,ID:YP_009505718.1,47.619,42,21,1,216,257,221,261,3.33e-8,43.1
ID:YP_009505755.1,ID:YP_003587906.1,56.667,30,13,0,216,245,231,260,3.97e-8,42.7
ID:YP_009505755.1,ID:YP_003587875.1,44.444,45,22,1,216,257,234,278,5.72e-8,42.4
ID:YP_009505755.1,ID:YP_003587850.1,47.619,42,22,0,216,257,239,280,1.56e-7,41.2
ID:YP_009505755.1,ID:YP_003587850.1,21.277,47,37,0,11,57,2,48,0.14,22.7
ID:YP_009505755.1,ID:YP_003587846.1,45.238,42,23,0,216,257,225,266,3.22e-7,40
ID:YP_009505755.1,ID:YP_003587846.1,25,40,30,0,11,50,2,41,0.01,26.2
ID:YP_009505755.1,ID:YP_009505726.1,30.108,93,62,1,165,257,185,274,7.1e-7,38.9
ID:YP_009505755.1,ID:YP_003587864.1,37.736,53,28,2,198,245,208,260,3.57e-5,33.9
ID:YP_009505759.1,ID:YP_009505759.1,100,265,0,0,1,265,1,265,0,550
ID:YP_009505759.1,ID:YP_001109581.1,54.511,266,113,3,1,264,1,260,4.05e-91,261
ID:YP_009505759.1,ID:YP_009505763.1,50.368,272,118,6,1,265,1,262,3.1e-89,256
ID:YP_009505759.1,ID:YP_009505791.1,53.875,271,112,5,1,265,1,264,7.65e-83,240
ID:YP_009505759.1,ID:YP_003587902.1,49.811,265,114,2,1,265,1,246,2.15e-80,233
ID:YP_009505759.1,ID:YP_009505779.1,48.699,269,128,5,1,265,1,263,4.94e-75,220
ID:YP_009505759.1,ID:YP_009505787.1,49.813,267,130,3,1,265,1,265,8.24e-69,204
ID:YP_009505759.1,ID:YP_009505767.1,48.485,264,124,5,1,264,1,252,4.27e-66,197
ID:YP_009505759.1,ID:YP_009505783.1,43.846,260,137,4,9,264,4,258,5.17e-59,179
ID:YP_009505759.1,ID:YP_009505755.1,46.591,264,127,4,4,265,7,258,6.72e-59,179
ID:YP_009505759.1,ID:YP_009505775.1,43.295,261,134,8,9,264,4,255,1.65e-54,167
ID:YP_009505759.1,ID:YP_009505771.1,43.798,258,143,2,8,264,6,262,2.04e-53,165
ID:YP_009505759.1,ID:YP_009505795.1,27.961,304,154,10,1,264,1,279,4.85e-25,91.3
ID:YP_009505759.1,ID:YP_003587842.1,43.478,46,25,1,221,265,248,293,1.17e-6,38.5
ID:YP_009505759.1,ID:YP_003587838.1,43.75,48,22,2,221,263,218,265,1.23e-6,38.1
ID:YP_009505759.1,ID:YP_009505718.1,43.902,41,21,1,224,264,223,261,2.7e-6,37.4
ID:YP_009505759.1,ID:YP_003587906.1,35.714,56,31,2,208,263,220,270,1.43e-5,35
ID:YP_009505759.1,ID:YP_003587875.1,26.071,280,165,11,16,264,10,278,4.38e-5,33.5
ID:YP_009505759.1,ID:YP_003587864.1,37.5,40,23,1,226,265,235,272,4.86e-4,30.4
ID:YP_009505759.1,ID:YP_009505726.1,35.714,42,22,1,224,265,235,271,0.001,29.6
ID:YP_009505759.1,ID:YP_003587846.1,38.462,26,16,0,22,47,16,41,0.003,27.7
ID:YP_009505759.1,ID:YP_003587846.1,35.897,39,24,1,226,264,229,266,0.008,26.6
ID:YP_009505759.1,ID:YP_003587850.1,40,35,20,1,230,264,247,280,0.006,26.9
ID:YP_009505759.1,ID:YP_003587850.1,25.641,39,29,0,9,47,3,41,0.065,23.9
ID:YP_009505763.1,ID:YP_009505763.1,100,262,0,0,1,262,1,262,0,548
ID:YP_009505763.1,ID:YP_009505791.1,56.716,268,106,4,1,262,1,264,3.05e-87,251
ID:YP_009505763.1,ID:YP_001109581.1,50.379,264,124,4,1,261,1,260,2.54e-80,234
ID:YP_009505763.1,ID:YP_009505759.1,48.905,274,119,5,1,262,1,265,5.92e-80,233
ID:YP_009505763.1,ID:YP_003587902.1,51.88,266,104,6,1,262,1,246,3.45e-78,228
ID:YP_009505763.1,ID:YP_009505787.1,49.254,268,127,3,1,262,1,265,5.22e-75,220
ID:YP_009505763.1,ID:YP_009505779.1,45.283,265,140,4,1,262,1,263,1.31e-73,216
ID:YP_009505763.1,ID:YP_009505767.1,47.893,261,127,5,1,261,1,252,6.31e-67,199
ID:YP_009505763.1,ID:YP_009505775.1,44.094,254,139,3,9,261,4,255,1.99e-60,182
ID:YP_009505763.1,ID:YP_009505755.1,45.594,261,131,5,4,262,7,258,2.62e-59,180
ID:YP_009505763.1,ID:YP_009505783.1,42.248,258,141,5,9,261,4,258,2.19e-56,172
ID:YP_009505763.1,ID:YP_009505771.1,44.231,260,136,6,8,261,6,262,1.57e-55,170
ID:YP_009505763.1,ID:YP_009505795.1,26.148,283,183,7,1,261,1,279,3.98e-21,80.5
ID:YP_009505763.1,ID:YP_003587838.1,27.305,282,155,10,10,260,3,265,1.57e-16,67.4
ID:YP_009505763.1,ID:YP_003587842.1,43.478,46,25,1,218,262,248,293,3.81e-7,40
ID:YP_009505763.1,ID:YP_003587875.1,26.882,279,167,13,12,262,6,275,4.21e-7,39.7
