Cassava-associated-gemycircularvirus-1_taxid_1985374.gbk	-	ID:YP_009021042.1,	ID:YP_009021043.1,	-	-	-	-	-	-	-	-	-	-	-
Cattle-blood-associated-gemycircularvirus_taxid_2077296.gbk	-	-	ID:YP_009551432.1,	-	ID:YP_009551433.1,	-	-	-	-	-	-	-	-	-
Chicken-stool-associated-gemycircularvirus_taxid_1930298.gbk	-	ID:YP_009337825.1,	-	ID:YP_009337824.1,	-	-	-	-	-	-	-	-	-	-
Common-bean-associated-gemycircularvirus_taxid_1897538.gbk	-	ID:YP_009273014.1,	-	-	-	ID:YP_009273015.1,	-	-	-	-	-	-	-	-
Dragonfly-associated-circular-virus-2_taxid_1234886.gbk	-	ID:YP_009021855.1,	-	ID:YP_009021856.1,ID:YP_009021858.1,	-	-	-	-	-	-	-	-	-	-
Dragonfly-associated-circular-virus-3_taxid_1234884.gbk	-	ID:YP_009021851.1,	-	ID:YP_009021852.1,ID:YP_009021854.1,	-	-	-	-	-	-	-	-	-	-
Dragonfly-associated-gemykibivirus-1_taxid_1234887.gbk	-	ID:YP_009021859.1,	ID:YP_009021860.1,	ID:YP_009021862.1,	-	-	-	-	-	-	-	-	-	-
Euphorbia-heterophylla-associated-gemycircularvirus_taxid_2291614.gbk	-	ID:YP_009551398.1,	-	ID:YP_009551399.1,	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-10_taxid_1391025.gbk	-	ID:YP_009109718.1,	ID:YP_009109719.1,	-	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-11_taxid_1391026.gbk	-	ID:YP_009109716.1,	ID:YP_009109717.1,	-	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-12_taxid_1391027.gbk	-	-	ID:YP_009109715.1,	-	-	-	ID:YP_009109714.1,	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-14_taxid_1843734.gbk	-	ID:YP_009252343.1,	ID:YP_009252344.1,ID:YP_009252345.1,	-	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-15_taxid_1843735.gbk	-	ID:YP_009252370.1,	ID:YP_009252371.1,	ID:YP_009252372.1,	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-16_taxid_1843736.gbk	-	ID:YP_009252361.1,	-	ID:YP_009252362.1,ID:YP_009252363.1,	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-17_taxid_1843737.gbk	-	ID:YP_009252349.1,	-	-	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-18_taxid_1843738.gbk	-	ID:YP_009252358.1,	ID:YP_009252359.1,ID:YP_009252360.1,	-	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-19_taxid_1843739.gbk	-	ID:YP_009252364.1,	ID:YP_009252365.1,ID:YP_009252366.1,	-	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-20_taxid_1843740.gbk	-	ID:YP_009252352.1,	ID:YP_009252353.1,	ID:YP_009252354.1,	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-21_taxid_1843741.gbk	-	ID:YP_009252355.1,	ID:YP_009252356.1,	ID:YP_009252357.1,	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-22_taxid_1843742.gbk	-	ID:YP_009252367.1,	-	ID:YP_009252368.1,ID:YP_009252369.1,	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-2_taxid_1391031.gbk	-	ID:YP_009109734.1,	-	ID:YP_009109735.1,	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-3_taxid_1391032.gbk	-	ID:YP_009109732.1,	-	ID:YP_009109733.1,	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-4_taxid_1391033.gbk	-	ID:YP_009109730.1,	-	ID:YP_009109731.1,	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-5_taxid_1391034.gbk	-	ID:YP_009109728.1,	-	ID:YP_009109729.1,	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-6_taxid_1391035.gbk	-	ID:YP_009109726.1,	-	ID:YP_009109727.1,	-	-	-	-	-	-	-	-	-	-
Faeces-associated-gemycircularvirus-7_taxid_1391036.gbk	-	ID:YP_009109724.1,	ID:YP_009109725.1,	-	-	-	-	-	-	-	-	-	-	-
Gemycircularvirus-HV-GcV1_taxid_1862824.gbk	-	ID:YP_009259549.1,	-	-	-	-	-	ID:YP_009259548.1,	ID:YP_009259551.1,	-	-	-	-	-
Gemycircularvirus-HV-GcV2_taxid_1862825.gbk	-	ID:YP_009259553.1,	-	ID:YP_009259554.1,	-	-	-	-	-	ID:YP_009259552.1,	-	-	-	-
Gemycircularvirus-SL1_taxid_1588764.gbk	-	ID:YP_009130660.1,	ID:YP_009130661.1,	-	-	-	-	-	-	-	-	-	-	-
Gemycircularvirus-gemy-ch-rat1_taxid_1708653.gbk	-	ID:YP_009164035.1,	-	ID:YP_009164036.1,	-	-	-	-	ID:YP_009164037.1,	-	-	-	-	-
Gemycircularvirus-sp_taxid_1983771.gbk	-	ID:YP_009551493.1,	-	ID:YP_009551492.1,	-	-	-	-	-	-	-	-	-	-
Giant-house-spider-associated-circular-virus-1_taxid_2293288.gbk	-	ID:YP_009551417.1,	-	ID:YP_009551418.1,	-	-	-	-	-	-	-	-	-	-
Giant-panda-associated-gemycircularvirus_taxid_2016461.gbk	-	ID:YP_009389449.1,	-	ID:YP_009389447.1,	-	-	-	-	ID:YP_009389448.1,	-	-	-	-	-
Gopherus-associated-genomovirus-1_taxid_2041417.gbk	-	ID:YP_009551347.1,	-	ID:YP_009551348.1,ID:YP_009551349.1,	-	-	-	-	-	-	-	-	-	-
HCBI8215-virus_taxid_1516079.gbk	-	ID:YP_009051830.1,	-	ID:YP_009051832.1,	-	-	-	-	-	-	-	-	-	-
HCBI9212-virus_taxid_1516080.gbk	-	ID:YP_009051833.1,	ID:YP_009051835.1,	-	-	-	-	-	-	-	-	-	-	-
Human-associated-gemyvongvirus-1_taxid_1985415.gbk	-	ID:YP_009181995.1,	-	ID:YP_009181996.1,	-	-	-	-	-	-	ID:YP_009181997.1,	-	-	-
Human-gemycircularvirus-GeTz1_taxid_1792832.gbk	-	ID:YP_009506631.1,	-	ID:YP_009506632.1,	-	-	-	-	ID:YP_009506633.1,	-	-	-	-	-
Human-genital-associated-circular-DNA-virus-1_taxid_1488574.gbk	-	ID:YP_009130659.1,	-	ID:YP_009130657.2,ID:YP_009130658.1,	-	-	-	-	-	-	-	-	-	-
Hypericum-japonicum-associated-circular-DNA-virus_taxid_1367218.gbk	-	ID:YP_009506579.1,	-	ID:YP_009506581.1,	-	-	-	-	ID:YP_009506582.1,	-	-	ID:YP_009506580.1,	ID:YP_009506583.1,	-
Lepus-americanus-faeces-associated-genomovirus-SHP111_taxid_2219118.gbk	-	ID:YP_009551421.1,	-	ID:YP_009551422.1,	-	-	-	-	-	-	-	-	-	-
Lepus-americanus-faeces-associated-genomovirus-SHP7_taxid_2219120.gbk	-	ID:YP_009551400.1,	-	ID:YP_009551401.1,	-	-	-	-	-	-	-	-	-	-
Lynx-canadensis-faeces-associated-genomovirus-CL1-148_taxid_2219123.gbk	-	ID:YP_009551471.1,	-	ID:YP_009551472.1,	-	-	-	-	-	-	-	-	-	-
Lynx-canadensis-faeces-associated-genomovirus-CL1-48_taxid_2219125.gbk	-	ID:YP_009551473.1,	-	ID:YP_009551474.1,	-	-	-	-	-	-	-	-	-	-
MSSI2225-virus_taxid_1516081.gbk	-	ID:YP_009051836.1,	-	ID:YP_009051838.1,	-	-	-	-	-	-	-	-	-	-
Miniopterus-associated-gemycircularvirus-1_taxid_1985387.gbk	-	-	-	ID:YP_009506584.1,	-	-	-	-	-	-	-	-	-	-
Mongoose-feces-associated-gemycircularvirus-a_taxid_1634485.gbk	-	ID:YP_009130623.1,	ID:YP_009130624.1,	-	-	-	-	-	-	-	-	-	-	-
Mongoose-feces-associated-gemycircularvirus-b_taxid_1634486.gbk	-	ID:YP_009130625.1,	-	ID:YP_009130626.1,	-	-	-	-	-	-	-	-	-	-
Mongoose-feces-associated-gemycircularvirus-c_taxid_1634488.gbk	-	ID:YP_009130627.1,	-	ID:YP_009130628.1,	-	-	-	-	-	-	-	-	-	-
Mongoose-feces-associated-gemycircularvirus-d_taxid_1634487.gbk	-	ID:YP_009130629.1,	-	ID:YP_009130630.1,	-	-	-	-	-	-	-	-	-	-
Mosquito-VEM-virus-SDBVL-G_taxid_1034805.gbk	-	ID:YP_009506589.1,	ID:YP_009506586.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_009506587.1,
Odonata-associated-gemycircularvirus-1_taxid_1592107.gbk	-	ID:YP_009506590.1,	-	ID:YP_009506591.1,	-	-	-	-	-	-	-	-	-	-
Odonata-associated-gemycircularvirus-2_taxid_1592108.gbk	-	ID:YP_009506592.1,	ID:YP_009506593.1,	-	-	-	-	-	-	-	-	-	-	-
Pacific-flying-fox-faeces-associated-gemycircularvirus-10_taxid_1795989.gbk	-	ID:YP_009506594.1,	ID:YP_009506595.1,	ID:YP_009506596.1,	-	-	-	-	-	-	-	-	-	-
Pacific-flying-fox-faeces-associated-gemycircularvirus-12_taxid_1795991.gbk	-	ID:YP_009506634.1,	ID:YP_009506635.1,	ID:YP_009506636.1,	-	-	-	-	-	-	-	-	-	-
Pacific-flying-fox-faeces-associated-gemycircularvirus-1_taxid_1795988.gbk	-	ID:YP_009506627.1,	-	ID:YP_009506628.1,ID:YP_009506629.1,	-	-	-	-	-	-	-	-	-	-
Pacific-flying-fox-faeces-associated-gemycircularvirus-2_taxid_1795994.gbk	-	ID:YP_009506597.1,	-	ID:YP_009506598.1,ID:YP_009506599.1,	-	-	-	-	-	-	-	-	-	-
Pacific-flying-fox-faeces-associated-gemycircularvirus-6_taxid_1795998.gbk	-	ID:YP_009506640.1,	-	-	-	ID:YP_009506641.1,	-	-	-	-	-	-	-	-
Pacific-flying-fox-faeces-associated-gemycircularvirus-7_taxid_1795999.gbk	-	ID:YP_009506643.1,	-	-	-	ID:YP_009506644.1,ID:YP_009506645.1,	-	-	-	-	-	-	-	-
Poaceae-associated-gemycircularvirus-1_taxid_1708497.gbk	-	ID:YP_009164032.1,	ID:YP_009164033.1,ID:YP_009164034.1,	-	-	-	-	-	-	-	-	-	-	-
Poecile-atricapillus-GI-tract-associated-gemycircularvirus_taxid_1699094.gbk	-	ID:YP_009163758.1,	-	ID:YP_009163759.1,	-	-	-	-	-	-	-	-	-	-
Porcine-feces-associated-gemycircularvirus_taxid_2017712.gbk	-	ID:YP_009408608.1,	-	ID:YP_009408609.1,	-	-	-	-	-	-	-	-	-	-
Pteropus-associated-gemycircularvirus-10_taxid_1985404.gbk	-	ID:YP_009506621.1,	-	ID:YP_009506622.1,ID:YP_009506623.1,	-	-	-	-	-	-	-	-	-	-
Pteropus-associated-gemycircularvirus-3_taxid_1985397.gbk	-	ID:YP_009506600.1,	-	ID:YP_009506601.1,ID:YP_009506602.1,	-	-	-	-	-	-	-	-	-	-
Pteropus-associated-gemycircularvirus-4_taxid_1985398.gbk	-	ID:YP_009506603.1,	ID:YP_009506604.1,ID:YP_009506605.1,	-	-	-	-	-	-	-	-	-	-	-
Pteropus-associated-gemycircularvirus-5_taxid_1985399.gbk	-	ID:YP_009506606.1,	-	ID:YP_009506607.1,ID:YP_009506608.1,	-	-	-	-	-	-	-	-	-	-
Pteropus-associated-gemycircularvirus-6_taxid_1985400.gbk	-	ID:YP_009506609.1,	-	ID:YP_009506610.1,ID:YP_009506611.1,	-	-	-	-	-	-	-	-	-	-
Pteropus-associated-gemycircularvirus-7_taxid_1985401.gbk	-	ID:YP_009506612.1,	-	ID:YP_009506613.1,ID:YP_009506614.1,	-	-	-	-	-	-	-	-	-	-
Pteropus-associated-gemycircularvirus-8_taxid_1985402.gbk	-	ID:YP_009506615.1,	ID:YP_009506616.1,	ID:YP_009506617.1,	-	-	-	-	-	-	-	-	-	-
Pteropus-associated-gemycircularvirus-9_taxid_1985403.gbk	-	ID:YP_009506618.1,	-	ID:YP_009506619.1,ID:YP_009506620.1,	-	-	-	-	-	-	-	-	-	-
Rhinolophus-associated-gemykibivirus-1_taxid_2004965.gbk	-	-	ID:YP_009506637.1,	-	-	-	-	-	-	-	-	-	-	-
Sclerotinia-sclerotiorum-hypovirulence-associated-DNA-virus-1_taxid_664785.gbk	-	ID:YP_003104795.1,	ID:YP_003104796.1,	-	-	-	-	-	-	-	-	-	-	-
Sewage-associated-gemycircularvirus-10a_taxid_1519409.gbk	-	ID:YP_009115531.1,	ID:YP_009115532.1,	ID:YP_009115533.1,	-	-	-	-	-	-	-	-	-	-
Sewage-associated-gemycircularvirus-1_taxid_1592081.gbk	-	ID:YP_009116886.1,	-	ID:YP_009116887.1,	-	-	-	-	-	-	-	-	-	-
Sewage-associated-gemycircularvirus-2_taxid_1519407.gbk	-	ID:YP_009115525.1,	ID:YP_009115526.1,	ID:YP_009115527.1,	-	-	-	-	-	-	-	-	-	-
Sewage-associated-gemycircularvirus-4_taxid_1519399.gbk	-	ID:YP_009115510.1,	ID:YP_009115508.1,ID:YP_009115509.1,	-	-	-	-	-	-	-	-	-	-	-
Sewage-associated-gemycircularvirus-5_taxid_1519400.gbk	-	ID:YP_009115521.1,	-	ID:YP_009115511.1,ID:YP_009115512.1,	-	-	-	-	-	-	-	-	-	-
Sewage-associated-gemycircularvirus-6_taxid_1519401.gbk	-	ID:YP_009115513.1,	ID:YP_009115514.1,	-	-	-	-	-	-	-	-	-	-	-
Sewage-associated-gemycircularvirus-7a_taxid_1519402.gbk	-	ID:YP_009115535.1,	-	ID:YP_009115515.1,ID:YP_009115516.1,	-	-	-	-	-	-	-	-	-	-
Sewage-associated-gemycircularvirus-7b_taxid_1519405.gbk	-	ID:YP_009506624.1,	-	ID:YP_009506625.1,ID:YP_009506626.1,	-	-	-	-	-	-	-	-	-	-
Sewage-associated-gemycircularvirus-9_taxid_1519404.gbk	-	ID:YP_009115537.1,	-	ID:YP_009115519.1,ID:YP_009115520.1,	-	-	-	-	-	-	-	-	-	-
Sewage-derived-gemycircularvirus-1_taxid_1985407.gbk	-	ID:YP_009115536.1,	ID:YP_009115517.1,	ID:YP_009115518.1,	-	-	-	-	-	-	-	-	-	-
Sewage-derived-gemycircularvirus-2_taxid_1985408.gbk	-	ID:YP_009115522.1,	-	ID:YP_009115523.1,ID:YP_009115524.1,	-	-	-	-	-	-	-	-	-	-
Sierra-dome-spider-associated-circular-virus-1_taxid_2293299.gbk	-	ID:YP_009551396.1,	-	ID:YP_009551397.1,	-	-	-	-	-	-	-	-	-	-
Soybean-leaf-associated-gemycircularvirus-1_taxid_1719040.gbk	-	ID:YP_009181998.1,	-	ID:YP_009181999.1,	-	-	-	-	-	-	-	-	-	-
Termite-associated-circular-virus-2_taxid_2108550.gbk	-	ID:YP_009551380.1,	-	ID:YP_009551381.1,	-	-	-	-	-	-	-	-	-	-
Thrips-associated-genomovirus-1_taxid_1941233.gbk	-	ID:YP_009345061.1,	-	ID:YP_009345062.1,ID:YP_009345063.1,	-	-	-	-	-	-	-	-	-	-
Thrips-associated-genomovirus-2_taxid_1941234.gbk	-	ID:YP_009345090.1,	ID:YP_009345091.1,	ID:YP_009345092.1,	-	-	-	-	-	-	-	-	-	-
Thrips-associated-genomovirus-3_taxid_1941237.gbk	-	ID:YP_009345087.1,	ID:YP_009345088.1,	ID:YP_009345089.1,	-	-	-	-	-	-	-	-	-	-
Thrips-associated-genomovirus-4_taxid_1941239.gbk	-	ID:YP_009345108.1,	-	-	-	ID:YP_009345109.1,	-	-	-	-	-	-	-	-
Tubeweb-spider-associated-circular-virus-1_taxid_2293308.gbk	-	ID:YP_009551366.1,	-	-	-	-	-	-	-	-	-	-	-	-
Varroa-mite-associated-genomovirus-1_taxid_2077299.gbk	-	ID:YP_009465964.1,	-	ID:YP_009465965.1,ID:YP_009465966.1,	-	-	-	-	-	-	-	-	-	-
