1,Acheta-domestica-densovirus_taxid_185639.gbk,ID:YP_227599.1 |[Acheta domestica densovirus]||Acheta-domestica-densovirus_taxid_185639.gbk|Putative nonstructur..|642|NC_004290(5234):129-770:1 ^GeneID:5075922^ Acheta domesticus densovirus, complete genome.|neighbours:start(),ID:YP_227600.1(1)|neighbour_genes:start(),Putative nonstructur..|
21,Adeno-associated-virus--3_taxid_46350.gbk,ID:NP_043940.1 |[Adeno-associated virus - 3]|3H|Adeno-associated-virus--3_taxid_46350.gbk|nonstructural protei..|1875|NC_001729(4726):318-2192:1 ^GeneID:1403996^ Adeno-associated virus - 3, complete genome.|neighbours:start(),ID:NP_043941.1(1)|neighbour_genes:start(),capsid protein|
22,Adeno-associated-virus--3_taxid_46350.gbk,ID:NP_043941.1 |[Adeno-associated virus - 3]|3H|Adeno-associated-virus--3_taxid_46350.gbk|capsid protein|2211|NC_001729(4726):2209-4419:1 ^GeneID:1403995^ Adeno-associated virus - 3, complete genome.|neighbours:ID:NP_043940.1(1),end()|neighbour_genes:nonstructural protei..,end()|
23,Adeno-associated-virus--4_taxid_57579.gbk,ID:NP_044926.1 |[Adeno-associated virus - 4]||Adeno-associated-virus--4_taxid_57579.gbk|rep|1872|NC_001829(4767):372-2243:1 ^GeneID:1446390^ Adeno-associated virus - 4, complete genome.|neighbours:start(),ID:NP_044927.1(1)|neighbour_genes:start(),capsid|
24,Adeno-associated-virus--4_taxid_57579.gbk,ID:NP_044927.1 |[Adeno-associated virus - 4]||Adeno-associated-virus--4_taxid_57579.gbk|capsid|2205|NC_001829(4767):2260-4464:1 ^GeneID:1446389^ Adeno-associated virus - 4, complete genome.|neighbours:ID:NP_044926.1(1),end()|neighbour_genes:rep,end()|
25,Adeno-associated-virus_taxid_272636.gbk,ID:YP_009552823.1 |[Adeno-associated virus]||Adeno-associated-virus_taxid_272636.gbk|rep protein|1947|NC_040671(4857):431-2377:1 ^GeneID:41699140^ Adeno-associated virus isolate MHH-05-2015, complete genome.|neighbours:start(),ID:YP_009552824.1(1)|neighbour_genes:start(),capsid protein|
26,Adeno-associated-virus_taxid_272636.gbk,ID:YP_009552824.1 |[Adeno-associated virus]||Adeno-associated-virus_taxid_272636.gbk|capsid protein|2217|NC_040671(4857):2395-4611:1 ^GeneID:41699141^ Adeno-associated virus isolate MHH-05-2015, complete genome.|neighbours:ID:YP_009552823.1(1),end()|neighbour_genes:rep protein,end()|
27,Aleutian-mink-disease-virus_taxid_28314.gbk,ID:NP_042872.1 |[Aleutian mink disease virus]|ADV-G|Aleutian-mink-disease-virus_taxid_28314.gbk|hypothetical protein|1773|NC_001662(4801):206-1978:1 ^GeneID:1494586^ Aleutian mink disease virus, complete genome.|neighbours:start(),ID:NP_042873.1(1)|neighbour_genes:start(),hypothetical protein|
28,Aleutian-mink-disease-virus_taxid_28314.gbk,ID:NP_042873.1 |[Aleutian mink disease virus]|ADV-G|Aleutian-mink-disease-virus_taxid_28314.gbk|hypothetical protein|225|NC_001662(4801):1983-2207:1 ^GeneID:1494589^ Aleutian mink disease virus, complete genome.|neighbours:ID:NP_042872.1(1),ID:NP_042874.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
29,Aleutian-mink-disease-virus_taxid_28314.gbk,ID:NP_042874.1 |[Aleutian mink disease virus]|ADV-G|Aleutian-mink-disease-virus_taxid_28314.gbk|hypothetical protein|219|NC_001662(4801):1993-2211:1 ^GeneID:1494588^ Aleutian mink disease virus, complete genome.|neighbours:ID:NP_042873.1(1),ID:NP_042875.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
30,Aleutian-mink-disease-virus_taxid_28314.gbk,ID:NP_042875.1 |[Aleutian mink disease virus]|ADV-G|Aleutian-mink-disease-virus_taxid_28314.gbk|hypothetical protein|1944|NC_001662(4801):2406-4349:1 ^GeneID:1494587^ Aleutian mink disease virus, complete genome.|neighbours:ID:NP_042874.1(1),end()|neighbour_genes:hypothetical protein,end()|
31,Amdoparvovirus-sp_taxid_1908805.gbk,ID:YP_009315908.1 |[Amdoparvovirus sp.]||Amdoparvovirus-sp_taxid_1908805.gbk|NS1|1788|NC_031751(4662):107-1894:1 ^GeneID:30090176^ Amdoparvovirus sp. isolate amdo-CA1, complete genome.|neighbours:start(),ID:YP_009315909.1(1)|neighbour_genes:start(),VP1|
32,Amdoparvovirus-sp_taxid_1908805.gbk,ID:YP_009315909.1 |[Amdoparvovirus sp.]||Amdoparvovirus-sp_taxid_1908805.gbk|VP1|1944|NC_031751(4662):2309-4252:1 ^GeneID:30090175^ Amdoparvovirus sp. isolate amdo-CA1, complete genome.|neighbours:ID:YP_009315908.1(1),end()|neighbour_genes:NS1,end()|
33,Artibeus-jamaicensis-parvovirus-1_taxid_1131485.gbk,ID:YP_005097851.1 |[Artibeus jamaicensis parvovirus 1]||Artibeus-jamaicensis-parvovirus-1_taxid_1131485.gbk|putative non structu..|1878|NC_016752(4595):84-1961:1 ^GeneID:11605583^ Artibeus jamaicensis parvovirus 1, complete genome.|neighbours:start(),ID:YP_005097852.1(1)|neighbour_genes:start(),putative capsid prot..|
34,Artibeus-jamaicensis-parvovirus-1_taxid_1131485.gbk,ID:YP_005097852.1 |[Artibeus jamaicensis parvovirus 1]||Artibeus-jamaicensis-parvovirus-1_taxid_1131485.gbk|putative capsid prot..|2631|NC_016752(4595):1965-4595:1 ^GeneID:11605582^ Artibeus jamaicensis parvovirus 1, complete genome.|neighbours:ID:YP_005097851.1(1),end()|neighbour_genes:putative non structu..,end()|
35,Avian-adeno-associated-virus-ATCC-VR-865_taxid_219704.gbk,ID:NP_852780.1 |[Avian adeno-associated virus ATCC VR-865]|ATCC VR-865|Avian-adeno-associated-virus-ATCC-VR-865_taxid_219704.gbk|Rep|1989|NC_004828(4694):244-2232:1 ^GeneID:1482924^ Avian adeno-associated virus ATCC VR-865, complete genome.|neighbours:start(),ID:NP_852781.1(1)|neighbour_genes:start(),Cap|
36,Avian-adeno-associated-virus-ATCC-VR-865_taxid_219704.gbk,ID:NP_852781.1 |[Avian adeno-associated virus ATCC VR-865]|ATCC VR-865|Avian-adeno-associated-virus-ATCC-VR-865_taxid_219704.gbk|Cap|2232|NC_004828(4694):2250-4481:1 ^GeneID:1482925^ Avian adeno-associated virus ATCC VR-865, complete genome.|neighbours:ID:NP_852780.1(1),end()|neighbour_genes:Rep,end()|
37,Avian-adeno-associated-virus-strain-DA-1_taxid_281492.gbk,ID:YP_077182.1 |[Avian adeno-associated virus strain DA-1]|DA-1|Avian-adeno-associated-virus-strain-DA-1_taxid_281492.gbk|rep protein|1992|NC_006263(4682):244-2235:1 ^GeneID:5076425^ Avian adeno-associated virus strain DA-1, complete genome.|neighbours:start(),ID:YP_077183.1(1)|neighbour_genes:start(),capsid protein|
38,Avian-adeno-associated-virus-strain-DA-1_taxid_281492.gbk,ID:YP_077183.1 |[Avian adeno-associated virus strain DA-1]|DA-1|Avian-adeno-associated-virus-strain-DA-1_taxid_281492.gbk|capsid protein|2217|NC_006263(4682):2253-4469:1 ^GeneID:5076424^ Avian adeno-associated virus strain DA-1, complete genome.|neighbours:ID:YP_077182.1(1),end()|neighbour_genes:rep protein,end()|
39,Bat-bocavirus-WM40_taxid_2259810.gbk,ID:YP_009508789.1 |[Bat bocavirus WM40]||Bat-bocavirus-WM40_taxid_2259810.gbk|NS1|2406|NC_039046(4995):16-2421:1 ^GeneID:37620293^ Bat bocavirus WM40 nonstructural protein (NS1), hypothetical protein (NP1), capsid protein VP1 (VP1), and capsid protein VP2 (VP2) genes, complete cds.|neighbours:start(),ID:YP_009508790.1(1)|neighbour_genes:start(),NP1|
40,Bat-bocavirus-WM40_taxid_2259810.gbk,ID:YP_009508790.1 |[Bat bocavirus WM40]||Bat-bocavirus-WM40_taxid_2259810.gbk|NP1|606|NC_039046(4995):2186-2791:1 ^GeneID:37620290^ Bat bocavirus WM40 nonstructural protein (NS1), hypothetical protein (NP1), capsid protein VP1 (VP1), and capsid protein VP2 (VP2) genes, complete cds.|neighbours:ID:YP_009508789.1(1),ID:YP_009508791.1(1)|neighbour_genes:NS1,VP1|
41,Bat-bocavirus-WM40_taxid_2259810.gbk,ID:YP_009508791.1 |[Bat bocavirus WM40]||Bat-bocavirus-WM40_taxid_2259810.gbk|VP1|2115|NC_039046(4995):2778-4892:1 ^GeneID:37620291^ Bat bocavirus WM40 nonstructural protein (NS1), hypothetical protein (NP1), capsid protein VP1 (VP1), and capsid protein VP2 (VP2) genes, complete cds.|neighbours:ID:YP_009508790.1(1),ID:YP_009508792.1(1)|neighbour_genes:NP1,VP2|
42,Bat-bocavirus-WM40_taxid_2259810.gbk,ID:YP_009508792.1 |[Bat bocavirus WM40]||Bat-bocavirus-WM40_taxid_2259810.gbk|VP2|1719|NC_039046(4995):3174-4892:1 ^GeneID:37620292^ Bat bocavirus WM40 nonstructural protein (NS1), hypothetical protein (NP1), capsid protein VP1 (VP1), and capsid protein VP2 (VP2) genes, complete cds.|neighbours:ID:YP_009508791.1(1),end()|neighbour_genes:VP1,end()|
43,Bat-bocavirus-XM30_taxid_2259811.gbk,ID:YP_009508793.1 |[Bat bocavirus XM30]||Bat-bocavirus-XM30_taxid_2259811.gbk|NS1|2226|NC_039047(4832):88-2313:1 ^GeneID:37620298^ Bat bocavirus XM30 nonstructural protein (NS1), hypothetical protein (NP1), capsid protein VP1 (VP1), and capsid protein VP2 (VP2) genes, complete cds.|neighbours:start(),ID:YP_009508794.1(1)|neighbour_genes:start(),NP1|
44,Bat-bocavirus-XM30_taxid_2259811.gbk,ID:YP_009508794.1 |[Bat bocavirus XM30]||Bat-bocavirus-XM30_taxid_2259811.gbk|NP1|597|NC_039047(4832):2084-2680:1 ^GeneID:37620295^ Bat bocavirus XM30 nonstructural protein (NS1), hypothetical protein (NP1), capsid protein VP1 (VP1), and capsid protein VP2 (VP2) genes, complete cds.|neighbours:ID:YP_009508793.1(1),ID:YP_009508795.1(1)|neighbour_genes:NS1,VP1|
45,Bat-bocavirus-XM30_taxid_2259811.gbk,ID:YP_009508795.1 |[Bat bocavirus XM30]||Bat-bocavirus-XM30_taxid_2259811.gbk|VP1|2109|NC_039047(4832):2667-4775:1 ^GeneID:37620296^ Bat bocavirus XM30 nonstructural protein (NS1), hypothetical protein (NP1), capsid protein VP1 (VP1), and capsid protein VP2 (VP2) genes, complete cds.|neighbours:ID:YP_009508794.1(1),ID:YP_009508796.1(1)|neighbour_genes:NP1,VP2|
46,Bat-bocavirus-XM30_taxid_2259811.gbk,ID:YP_009508796.1 |[Bat bocavirus XM30]||Bat-bocavirus-XM30_taxid_2259811.gbk|VP2|1713|NC_039047(4832):3063-4775:1 ^GeneID:37620297^ Bat bocavirus XM30 nonstructural protein (NS1), hypothetical protein (NP1), capsid protein VP1 (VP1), and capsid protein VP2 (VP2) genes, complete cds.|neighbours:ID:YP_009508795.1(1),end()|neighbour_genes:VP1,end()|
47,Bat-bocavirus_taxid_1329649.gbk,ID:YP_009229908.1 |[Bat bocavirus]||Bat-bocavirus_taxid_1329649.gbk|NS1 protein|2370|NC_029300(5203):279-2648:1 ^GeneID:26836915^ Bat bocavirus isolate YNJH, complete genome.|neighbours:start(),ID:YP_009229909.1(1)|neighbour_genes:start(),NP1 protein|
48,Bat-bocavirus_taxid_1329649.gbk,ID:YP_009229909.1 |[Bat bocavirus]||Bat-bocavirus_taxid_1329649.gbk|NP1 protein|585|NC_029300(5203):2446-3030:1 ^GeneID:26836912^ Bat bocavirus isolate YNJH, complete genome.|neighbours:ID:YP_009229908.1(1),ID:YP_009229910.1(1)|neighbour_genes:NS1 protein,VP1 protein|
49,Bat-bocavirus_taxid_1329649.gbk,ID:YP_009229910.1 |[Bat bocavirus]||Bat-bocavirus_taxid_1329649.gbk|VP1 protein|2082|NC_029300(5203):3014-5095:1 ^GeneID:26836913^ Bat bocavirus isolate YNJH, complete genome.|neighbours:ID:YP_009229909.1(1),ID:YP_009229911.1(1)|neighbour_genes:NP1 protein,VP2 protein|
50,Bat-bocavirus_taxid_1329649.gbk,ID:YP_009229911.1 |[Bat bocavirus]||Bat-bocavirus_taxid_1329649.gbk|VP2 protein|1692|NC_029300(5203):3404-5095:1 ^GeneID:26836914^ Bat bocavirus isolate YNJH, complete genome.|neighbours:ID:YP_009229910.1(1),end()|neighbour_genes:VP1 protein,end()|
51,Bearded-dragon-parvovirus_taxid_1670662.gbk,ID:YP_009154712.1 |[Bearded dragon parvovirus]|2014|Bearded-dragon-parvovirus_taxid_1670662.gbk|nonstructural protei..|1698|NC_027429(4590):386-2083:1 ^GeneID:24923362^ Bearded dragon parvovirus strain 2014, complete genome.|neighbours:start(),ID:YP_009154713.1(1)|neighbour_genes:start(),capsid protein|
52,Bearded-dragon-parvovirus_taxid_1670662.gbk,ID:YP_009154713.1 |[Bearded dragon parvovirus]|2014|Bearded-dragon-parvovirus_taxid_1670662.gbk|capsid protein|2178|NC_027429(4590):2101-4278:1 ^GeneID:24923360^ Bearded dragon parvovirus strain 2014, complete genome.|neighbours:ID:YP_009154712.1(1),ID:YP_009154714.1(1)|neighbour_genes:nonstructural protei..,assembly activating ..|
53,Bearded-dragon-parvovirus_taxid_1670662.gbk,ID:YP_009154714.1 |[Bearded dragon parvovirus]|2014|Bearded-dragon-parvovirus_taxid_1670662.gbk|assembly activating ..|534|NC_027429(4590):2594-3127:1 ^GeneID:24923361^ Bearded dragon parvovirus strain 2014, complete genome.|neighbours:ID:YP_009154713.1(1),end()|neighbour_genes:capsid protein,end()|
54,Blattella-germanica-densovirus-1_taxid_220638.gbk,ID:NP_874383.1 |[Blattella germanica densovirus 1]||Blattella-germanica-densovirus-1_taxid_220638.gbk|non-structural prote..|651|NC_005041(5335):282-932:1 ^GeneID:1733765^ Blattella germanica densovirus 1, complete genome.|neighbours:start(),ID:NP_874381.1(1)|neighbour_genes:start(),non-structural prote..|
55,Blattella-germanica-densovirus-1_taxid_220638.gbk,ID:NP_874381.1 |[Blattella germanica densovirus 1]||Blattella-germanica-densovirus-1_taxid_220638.gbk|non-structural prote..|1593|NC_005041(5335):933-2525:1 ^GeneID:1733766^ Blattella germanica densovirus 1, complete genome.|neighbours:ID:NP_874383.1(1),ID:NP_874382.1(1)|neighbour_genes:non-structural prote..,non-structural prote..|
56,Blattella-germanica-densovirus-1_taxid_220638.gbk,ID:NP_874382.1 |[Blattella germanica densovirus 1]||Blattella-germanica-densovirus-1_taxid_220638.gbk|non-structural prote..|789|NC_005041(5335):940-1728:1 ^GeneID:1733764^ Blattella germanica densovirus 1, complete genome.|neighbours:ID:NP_874381.1(1),ID:NP_874379.2(-1)|neighbour_genes:non-structural prote..,structural protein V..|
57,Blattella-germanica-densovirus-1_taxid_220638.gbk,ID:NP_874379.2 |[Blattella germanica densovirus 1]||Blattella-germanica-densovirus-1_taxid_220638.gbk|structural protein V..|2337|NC_005041(5335):2528-5093:-1 ^GeneID:1733768^ |neighbours:ID:NP_874382.1(1),ID:NP_874380.1(-1)|neighbour_genes:non-structural prote..,structural protein V..|
58,Blattella-germanica-densovirus-1_taxid_220638.gbk,ID:NP_874380.1 |[Blattella germanica densovirus 1]||Blattella-germanica-densovirus-1_taxid_220638.gbk|structural protein V..|1887|NC_005041(5335):2528-4414:-1 ^GeneID:1733767^ Blattella germanica densovirus 1, complete genome.|neighbours:ID:NP_874379.2(-1),ID:YP_009407715.1(-1)|neighbour_genes:structural protein V..,structural protein V..|
59,Blattella-germanica-densovirus-1_taxid_220638.gbk,ID:YP_009407715.1 |[Blattella germanica densovirus 1]||Blattella-germanica-densovirus-1_taxid_220638.gbk|structural protein V..|1533|NC_005041(5335):2528-4060:-1 ^GeneID:34998791^ Blattella germanica densovirus 1, complete genome.|neighbours:ID:NP_874380.1(-1),end()|neighbour_genes:structural protein V..,end()|
60,Bocavirus-gorilla-GBoV1-2009_taxid_864686.gbk,ID:YP_003799996.1 |[Bocavirus gorilla/GBoV1/2009]||Bocavirus-gorilla-GBoV1-2009_taxid_864686.gbk|non structural prote..|2415|NC_014358(4944):14-2428:1 ^GeneID:9487922^ Bocavirus gorilla/GBoV1/2009, complete genome.|neighbours:start(),ID:YP_003799997.1(1)|neighbour_genes:start(),nucleoprotein 1|
61,Bocavirus-gorilla-GBoV1-2009_taxid_864686.gbk,ID:YP_003799997.1 |[Bocavirus gorilla/GBoV1/2009]||Bocavirus-gorilla-GBoV1-2009_taxid_864686.gbk|nucleoprotein 1|660|NC_014358(4944):2169-2828:1 ^GeneID:9487919^ Bocavirus gorilla/GBoV1/2009, complete genome.|neighbours:ID:YP_003799996.1(1),ID:YP_003799998.1(1)|neighbour_genes:non structural prote..,capsid protein|
62,Bocavirus-gorilla-GBoV1-2009_taxid_864686.gbk,ID:YP_003799998.1 |[Bocavirus gorilla/GBoV1/2009]||Bocavirus-gorilla-GBoV1-2009_taxid_864686.gbk|capsid protein|2016|NC_014358(4944):2815-4830:1 ^GeneID:9487920^ Bocavirus gorilla/GBoV1/2009, complete genome.|neighbours:ID:YP_003799997.1(1),ID:YP_003799999.1(1)|neighbour_genes:nucleoprotein 1,capsid protein|
63,Bocavirus-gorilla-GBoV1-2009_taxid_864686.gbk,ID:YP_003799999.1 |[Bocavirus gorilla/GBoV1/2009]||Bocavirus-gorilla-GBoV1-2009_taxid_864686.gbk|capsid protein|1629|NC_014358(4944):3202-4830:1 ^GeneID:9487921^ Bocavirus gorilla/GBoV1/2009, complete genome.|neighbours:ID:YP_003799998.1(1),end()|neighbour_genes:capsid protein,end()|
64,Bocavirus-pig-SX-China-2010_taxid_912967.gbk,ID:YP_009507358.1 |[Bocavirus pig/SX/China/2010]||Bocavirus-pig-SX-China-2010_taxid_912967.gbk|NS1|1911|NC_038537(4786):110-2020:1 ^GeneID:37618333^ Bocavirus pig/SX/China/2010 NS1 (NS1), NP1 (NP1), VP1 (VP1), and VP2 (VP2) genes, complete cds.|neighbours:start(),ID:YP_009507359.1(1)|neighbour_genes:start(),NP1|
65,Bocavirus-pig-SX-China-2010_taxid_912967.gbk,ID:YP_009507359.1 |[Bocavirus pig/SX/China/2010]||Bocavirus-pig-SX-China-2010_taxid_912967.gbk|NP1|657|NC_038537(4786):2206-2862:1 ^GeneID:37618330^ Bocavirus pig/SX/China/2010 NS1 (NS1), NP1 (NP1), VP1 (VP1), and VP2 (VP2) genes, complete cds.|neighbours:ID:YP_009507358.1(1),ID:YP_009507360.1(1)|neighbour_genes:NS1,VP1|
66,Bocavirus-pig-SX-China-2010_taxid_912967.gbk,ID:YP_009507360.1 |[Bocavirus pig/SX/China/2010]||Bocavirus-pig-SX-China-2010_taxid_912967.gbk|VP1|1872|NC_038537(4786):2915-4786:1 ^GeneID:37618331^ Bocavirus pig/SX/China/2010 NS1 (NS1), NP1 (NP1), VP1 (VP1), and VP2 (VP2) genes, complete cds.|neighbours:ID:YP_009507359.1(1),ID:YP_009507361.1(1)|neighbour_genes:NP1,VP2|
67,Bocavirus-pig-SX-China-2010_taxid_912967.gbk,ID:YP_009507361.1 |[Bocavirus pig/SX/China/2010]||Bocavirus-pig-SX-China-2010_taxid_912967.gbk|VP2|1665|NC_038537(4786):3122-4786:1 ^GeneID:37618332^ Bocavirus pig/SX/China/2010 NS1 (NS1), NP1 (NP1), VP1 (VP1), and VP2 (VP2) genes, complete cds.|neighbours:ID:YP_009507360.1(1),end()|neighbour_genes:VP1,end()|
68,Bombyx-mori-densovirus-1_taxid_46253.gbk,ID:NP_542609.1 |[Bombyx mori densovirus 1]||Bombyx-mori-densovirus-1_taxid_46253.gbk|helicase NS1|2265|NC_003346(5076):344-2608:1 ^GeneID:929648^ Bombyx mori densovirus 1, complete genome.|neighbours:start(),ID:NP_542610.1(1)|neighbour_genes:start(),NS2|
69,Bombyx-mori-densovirus-1_taxid_46253.gbk,ID:NP_542610.1 |[Bombyx mori densovirus 1]||Bombyx-mori-densovirus-1_taxid_46253.gbk|NS2|1356|NC_003346(5076):477-1832:1 ^GeneID:929646^ Bombyx mori densovirus 1, complete genome.|neighbours:ID:NP_542609.1(1),ID:NP_542611.1(1)|neighbour_genes:helicase NS1,capsid protein VP|
