cluster	prevalence	term	what	familia	algoritmo
3_VP1	13.725490196078432	virion attachment to host cell [GO:0019062]	bp	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
36_ORF1	13.725490196078432	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
43_ORF2	5.88235294117647	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
45_ORF3	11.76470588235294	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
54_ORF3	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
58_hypothetical_protein	3.9215686274509802	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
6_VP3	9.803921568627452	induction by virus of host apoptotic process [GO:0019051]	bp	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
6_VP3	9.803921568627452	suppression by virus of host exit from mitosis [GO:0039593]	bp	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
71_ORF2	7.8431372549019605	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
74_hypothetical_protein	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
75_hypothetical_protein	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
81_ORF2	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
84_hypothetical_protein	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
85_hypothetical_protein	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
97_ORF3	17.647058823529413	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
13_ORF1	17.647058823529413	T=1 icosahedral viral capsid [GO:0039615]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
138_hypothetical_protein	3.9215686274509802	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
139_hypothetical_protein	3.9215686274509802	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
140_hypothetical_protein	3.9215686274509802	T=1 icosahedral viral capsid [GO:0039615]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
144_ORF3	3.9215686274509802	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
15_ORF2	39.21568627450981	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
150_ORF1-1	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
150_ORF1-1	1.9607843137254901	T=1 icosahedral viral capsid [GO:0039615]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
151_hypothetical_protein	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
152_hypothetical_protein	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
153_hypothetical_protein	1.9607843137254901	T=1 icosahedral viral capsid [GO:0039615]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
154_Orf2	1.9607843137254901	integral component of membrane [GO:0016021]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
16_ORF1	41.17647058823529	T=1 icosahedral viral capsid [GO:0039615]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
18_VP1	3.9215686274509802	host cell nucleus [GO:0042025]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
18_VP1	3.9215686274509802	T=1 icosahedral viral capsid [GO:0039615]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
3_VP1	13.725490196078432	host cell nucleus [GO:0042025]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
3_VP1	13.725490196078432	T=1 icosahedral viral capsid [GO:0039615]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
36_ORF1	13.725490196078432	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
36_ORF1	13.725490196078432	T=1 icosahedral viral capsid [GO:0039615]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
43_ORF2	5.88235294117647	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
45_ORF3	11.76470588235294	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
54_ORF3	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
56_hypothetical_protein	1.9607843137254901	T=1 icosahedral viral capsid [GO:0039615]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
58_hypothetical_protein	3.9215686274509802	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
6_VP3	9.803921568627452	host cell nucleus [GO:0042025]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
71_ORF2	7.8431372549019605	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
74_hypothetical_protein	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
75_hypothetical_protein	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
76_hypothetical_protein	1.9607843137254901	T=1 icosahedral viral capsid [GO:0039615]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
77_ORF1	1.9607843137254901	T=1 icosahedral viral capsid [GO:0039615]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
81_ORF2	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
84_hypothetical_protein	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
85_hypothetical_protein	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
97_ORF3	17.647058823529413	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
138_hypothetical_protein	3.9215686274509802	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
139_hypothetical_protein	3.9215686274509802	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
144_ORF3	3.9215686274509802	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
15_ORF2	39.21568627450981	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
150_ORF1-1	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
151_hypothetical_protein	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
152_hypothetical_protein	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
17_VP2	1.9607843137254901	protein serine phosphatase activity [GO:0106306]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
17_VP2	1.9607843137254901	protein threonine phosphatase activity [GO:0106307]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
17_VP2	1.9607843137254901	protein tyrosine phosphatase activity [GO:0004725]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
18_VP1	3.9215686274509802	DNA binding [GO:0003677]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
28_VP2	1.9607843137254901	protein serine phosphatase activity [GO:0106306]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
28_VP2	1.9607843137254901	protein threonine phosphatase activity [GO:0106307]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
28_VP2	1.9607843137254901	protein tyrosine phosphatase activity [GO:0004725]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
3_VP1	13.725490196078432	DNA binding [GO:0003677]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
36_ORF1	13.725490196078432	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
43_ORF2	5.88235294117647	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
45_ORF3	11.76470588235294	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
5_putative_dual-specif..	9.803921568627452	protein serine phosphatase activity [GO:0106306]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
5_putative_dual-specif..	9.803921568627452	protein threonine phosphatase activity [GO:0106307]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
5_putative_dual-specif..	9.803921568627452	protein tyrosine phosphatase activity [GO:0004725]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
54_ORF3	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
58_hypothetical_protein	3.9215686274509802	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
71_ORF2	7.8431372549019605	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
74_hypothetical_protein	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
75_hypothetical_protein	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
81_ORF2	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
84_hypothetical_protein	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
85_hypothetical_protein	1.9607843137254901	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
97_ORF3	17.647058823529413	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Anelloviridae/cluster_1_homologues_19062021_0409/	OMCL
