"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"42","84_hypothetical_protein",1,1,"","84_hypothetical_protein.faa","84_hypothetical_protein.fna","687384",1.96078431372549
"43","85_hypothetical_protein",1,1,"","85_hypothetical_protein.faa","85_hypothetical_protein.fna","687384",1.96078431372549
"44","87_orf3",1,1,"","87_orf3.faa","87_orf3.fna","2010248",1.96078431372549
"45","89_orf2",1,1,"PF02957_","89_orf2.faa","89_orf2.fna","2010248",1.96078431372549
"46","97_ORF3",9,9,"PF05501_","97_ORF3.faa","97_ORF3.fna","2065036_2065038_687369_687370_687371_687373_687374_687377_1535290",17.6470588235294
"47","98_ORF4",1,1,"","98_ORF4.faa","98_ORF4.fna","2065036",1.96078431372549
"48","101_ORF3",1,1,"PF05501_","101_ORF3.faa","101_ORF3.fna","2065037",1.96078431372549
"49","105_ORF4",1,1,"","105_ORF4.faa","105_ORF4.fna","2065038",1.96078431372549
"50","108_ORF3",1,1,"PF05501_","108_ORF3.faa","108_ORF3.fna","1859149",1.96078431372549
"51","138_hypothetical_protein",2,2,"","138_hypothetical_protein.faa","138_hypothetical_protein.fna","687386_687387",3.92156862745098
"52","139_hypothetical_protein",2,2,"","139_hypothetical_protein.faa","139_hypothetical_protein.fna","687386_687387",3.92156862745098
"53","140_hypothetical_protein",2,2,"PF02956_","140_hypothetical_protein.faa","140_hypothetical_protein.fna","687386_687387",3.92156862745098
"54","144_ORF3",2,2,"","144_ORF3.faa","144_ORF3.fna","1968861_1239832",3.92156862745098
"55","150_ORF1-1",1,1,"","150_ORF1-1.faa","150_ORF1-1.fna","1239832",1.96078431372549
"56","151_hypothetical_protein",1,1,"PF02957_","151_hypothetical_protein.faa","151_hypothetical_protein.fna","687381",1.96078431372549
"57","152_hypothetical_protein",1,1,"","152_hypothetical_protein.faa","152_hypothetical_protein.fna","687381",1.96078431372549
"58","153_hypothetical_protein",1,1,"PF02956_PF02956_","153_hypothetical_protein.faa","153_hypothetical_protein.fna","687381",1.96078431372549
"59","154_Orf2",1,1,"","154_Orf2.faa","154_Orf2.fna","1218490",1.96078431372549
