cluster183_7.5-kDa	size1	taxa1		file183_7.5-kDa.faa	dnafile183_7.5-kDa.fna	72197
cluster185_X	size1	taxa1	PfamPF06795,	file185_X.faa	dnafile185_X.fna	72197
cluster187_11-kDa	size1	taxa1		file187_11-kDa.faa	dnafile187_11-kDa.fna	72197
cluster199_NS1	size1	taxa1	PfamPF01057,PF11733,	file199_NS1.faa	dnafile199_NS1.fna	1911554
cluster211_VP	size1	taxa1		file211_VP.faa	dnafile211_VP.fna	10794
cluster212_VP	size1	taxa1		file212_VP.faa	dnafile212_VP.fna	10794
cluster213_VP	size1	taxa1		file213_VP.faa	dnafile213_VP.fna	10794
cluster223_putative_nonstructur..	size1	taxa1		file223_putative_nonstructur...faa	dnafile223_putative_nonstructur...fna	210016
cluster224_putative_nonstructur..	size1	taxa1		file224_putative_nonstructur...faa	dnafile224_putative_nonstructur...fna	210016
cluster225_putative_nonstructur..	size1	taxa1	PfamPF01057,	file225_putative_nonstructur...faa	dnafile225_putative_nonstructur...fna	210016
cluster227_putative_structural_..	size1	taxa1		file227_putative_structural_...faa	dnafile227_putative_structural_...fna	210016
cluster238_ORF2	size1	taxa1		file238_ORF2.faa	dnafile238_ORF2.fna	1907771
cluster241_putative_structural_..	size1	taxa1	PfamPF08398,	file241_putative_structural_...faa	dnafile241_putative_structural_...fna	159153
cluster244_putative_nonstructur..	size1	taxa1		file244_putative_nonstructur...faa	dnafile244_putative_nonstructur...fna	159153
cluster275_PT4	size3	taxa2		file275_PT4.faa	dnafile275_PT4.fna	10796_10796_74581
cluster280_SAT	size1	taxa1		file280_SAT.faa	dnafile280_SAT.fna	10796
cluster290_NS2	size2	taxa1	PfamPF12475,	file290_NS2.faa	dnafile290_NS2.fna	1513315_1513315
cluster312_structural_protein	size1	taxa1	PfamPF08398,PF02336,	file312_structural_protein.faa	dnafile312_structural_protein.fna	1979755
cluster324_NS3	size1	taxa1		file324_NS3.faa	dnafile324_NS3.fna	1414671
cluster328_VP1	size1	taxa1	PfamPF08398,	file328_VP1.faa	dnafile328_VP1.fna	1414671
cluster331_NP	size1	taxa1		file331_NP.faa	dnafile331_NP.fna	740933
