"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"12","16_ORF1",74,73,"PF02956_","16_ORF1.faa","16_ORF1.fna","1743411_2012640_1514665_2054610_2054610_2054613_1619218_1619219_1619220_1629656_1629657_289366_289367_93678_1543419_687383_2010248_2065051_2065052_2065053_2065054_2065055_2065056_687379_687380_2065044_2065045_2065046_2065047_2065048_2065049_2065050_2065036_2065037_2065038_1859149_687369_687370_687371_687372_687373_687374_687375_687376_687377_1535290_1535291_1968861_1239832_687382_687349_687350_687351_687352_687354_687355_687358_687340_687359_687360_687362_687363_687364_687365_687366_687367_687368_687341_687342_687343_687344_687345_687346_687347",74.4897959183673
"13","17_VP2",1,1,"","17_VP2.faa","17_VP2.fna","1214955",1.02040816326531
"14","18_VP1",2,2,"PF04162_PF04162_PF04162_","18_VP1.faa","18_VP1.fna","1214955_1415627",2.04081632653061
"15","26_Hypothetical_protein",1,1,"","26_Hypothetical_protein.faa","26_Hypothetical_protein.fna","1670973",1.02040816326531
"16","28_VP2",1,1,"PF02957_","28_VP2.faa","28_VP2.fna","1415627",1.02040816326531
"17","29_hypothetical_protein",1,1,"","29_hypothetical_protein.faa","29_hypothetical_protein.fna","1415627",1.02040816326531
"18","34_ORF3",2,1,"PF02957_","34_ORF3.faa","34_ORF3.fna","2012640_2012640",1.02040816326531
"19","39_ORF3",1,1,"","39_ORF3.faa","39_ORF3.fna","1514665",1.02040816326531
"20","41_putative_ORF1",4,3,"PF02956_PF02956_","41_putative_ORF1.faa","41_putative_ORF1.fna","2054610_2054611_2054611_687385",3.06122448979592
"21","42_hypothetical_protein",1,1,"","42_hypothetical_protein.faa","42_hypothetical_protein.fna","2054610",1.02040816326531
"22","44_hypothetical_protein",2,2,"","44_hypothetical_protein.faa","44_hypothetical_protein.fna","2054610_2054613",2.04081632653061
"23","48_hypothetical_protein",1,1,"","48_hypothetical_protein.faa","48_hypothetical_protein.fna","2054613",1.02040816326531
"24","50_ORF2",3,3,"PF02957_","50_ORF2.faa","50_ORF2.fna","1427157_2012676_2012677",3.06122448979592
"25","52_ORF3",6,6,"","52_ORF3.faa","52_ORF3.fna","1427157_1427156_991022_2012676_2012677_1218490",6.12244897959184
"26","53_ORF2",4,4,"","53_ORF2.faa","53_ORF2.fna","1427156_991022_2012676_2012677",4.08163265306122
"27","61_ORF3",1,1,"PF05501_","61_ORF3.faa","61_ORF3.fna","1619218",1.02040816326531
"28","64_ORF3",1,1,"PF05501_","64_ORF3.faa","64_ORF3.fna","1619219",1.02040816326531
"29","65_ORF4",1,1,"","65_ORF4.faa","65_ORF4.fna","1619219",1.02040816326531
"30","68_ORF3",1,1,"","68_ORF3.faa","68_ORF3.fna","1619220",1.02040816326531
"31","69_ORF4",2,2,"","69_ORF4.faa","69_ORF4.fna","1619220_1629656",2.04081632653061
"32","72_ORF3",1,1,"","72_ORF3.faa","72_ORF3.fna","1629656",1.02040816326531
"33","74_ORF2",1,1,"PF08197_PF02957_","74_ORF2.faa","74_ORF2.fna","1629657",1.02040816326531
"34","76_ORF3",1,1,"PF05501_","76_ORF3.faa","76_ORF3.fna","1629657",1.02040816326531
"35","77_ORF4",1,1,"","77_ORF4.faa","77_ORF4.fna","1629657",1.02040816326531
"36","80_ORF3",1,1,"PF05501_","80_ORF3.faa","80_ORF3.fna","289366",1.02040816326531
"37","82_hypothetical_protein",1,1,"PF02956_","82_hypothetical_protein.faa","82_hypothetical_protein.fna","289367",1.02040816326531
"38","84_hypothetical_protein",2,2,"PF05501_","84_hypothetical_protein.faa","84_hypothetical_protein.fna","289367_2065045",2.04081632653061
"39","85_hypothetical_protein",1,1,"","85_hypothetical_protein.faa","85_hypothetical_protein.fna","289367",1.02040816326531
"40","88_hypothetical_protein",1,1,"PF05501_","88_hypothetical_protein.faa","88_hypothetical_protein.fna","93678",1.02040816326531
"41","97_ORF2",4,4,"","97_ORF2.faa","97_ORF2.fna","1543419_1535291_1968861_1239832",4.08163265306122
"42","99_ORF3",1,1,"PF05501_","99_ORF3.faa","99_ORF3.fna","1543419",1.02040816326531
"43","100_hypothetical_protein",1,1,"","100_hypothetical_protein.faa","100_hypothetical_protein.fna","687385",1.02040816326531
"44","101_hypothetical_protein",1,1,"","101_hypothetical_protein.faa","101_hypothetical_protein.fna","687385",1.02040816326531
"45","105_hypothetical_protein",1,1,"","105_hypothetical_protein.faa","105_hypothetical_protein.fna","687383",1.02040816326531
"46","106_ORF1",1,1,"PF02956_","106_ORF1.faa","106_ORF1.fna","1673633",1.02040816326531
"47","107_hypothetical_protein",1,1,"","107_hypothetical_protein.faa","107_hypothetical_protein.fna","1673633",1.02040816326531
"48","108_hypothetical_protein",1,1,"","108_hypothetical_protein.faa","108_hypothetical_protein.fna","1673633",1.02040816326531
"49","109_hypothetical_protein",1,1,"","109_hypothetical_protein.faa","109_hypothetical_protein.fna","1673633",1.02040816326531
"50","110_ORF2",1,1,"","110_ORF2.faa","110_ORF2.fna","2065043",1.02040816326531
"51","112_ORF3",1,1,"","112_ORF3.faa","112_ORF3.fna","2065043",1.02040816326531
"52","113_hypothetical_protein",1,1,"","113_hypothetical_protein.faa","113_hypothetical_protein.fna","687384",1.02040816326531
"53","114_hypothetical_protein",1,1,"","114_hypothetical_protein.faa","114_hypothetical_protein.fna","687384",1.02040816326531
"54","116_orf3",1,1,"","116_orf3.faa","116_orf3.fna","2010248",1.02040816326531
"55","118_orf2",1,1,"PF02957_","118_orf2.faa","118_orf2.fna","2010248",1.02040816326531
"56","119_hypothetical_protein",22,22,"PF02957_","119_hypothetical_protein.faa","119_hypothetical_protein.fna","2065051_2065052_2065053_2065054_2065055_2065056_687379_687380_2065046_2065047_2065048_2065049_2065050_687349_687351_687359_687363_687366_687367_687342_687345_687347",22.4489795918367
"57","120_hypothetical_protein",23,23,"PF02957_PF05501_","120_hypothetical_protein.faa","120_hypothetical_protein.fna","2065051_2065052_2065053_2065054_2065055_2065056_687379_687380_2065046_2065047_2065048_2065049_2065050_687349_687351_687340_687359_687363_687366_687367_687342_687345_687347",23.469387755102
"58","141_hypothetical_protein",1,1,"PF02957_","141_hypothetical_protein.faa","141_hypothetical_protein.fna","2065056",1.02040816326531
"59","178_ORF3",9,9,"PF05501_","178_ORF3.faa","178_ORF3.fna","2065036_2065038_687369_687370_687371_687373_687374_687377_1535290",9.18367346938776
"60","179_ORF4",1,1,"","179_ORF4.faa","179_ORF4.fna","2065036",1.02040816326531
"61","182_ORF3",1,1,"PF05501_","182_ORF3.faa","182_ORF3.fna","2065037",1.02040816326531
"62","186_ORF4",1,1,"","186_ORF4.faa","186_ORF4.fna","2065038",1.02040816326531
"63","189_ORF3",1,1,"PF05501_","189_ORF3.faa","189_ORF3.fna","1859149",1.02040816326531
"64","219_hypothetical_protein",2,2,"","219_hypothetical_protein.faa","219_hypothetical_protein.fna","687386_687387",2.04081632653061
"65","220_hypothetical_protein",2,2,"","220_hypothetical_protein.faa","220_hypothetical_protein.fna","687386_687387",2.04081632653061
"66","221_hypothetical_protein",2,2,"PF02956_","221_hypothetical_protein.faa","221_hypothetical_protein.fna","687386_687387",2.04081632653061
"67","225_ORF3",2,2,"","225_ORF3.faa","225_ORF3.fna","1968861_1239832",2.04081632653061
"68","231_ORF1-1",1,1,"","231_ORF1-1.faa","231_ORF1-1.fna","1239832",1.02040816326531
"69","232_hypothetical_protein",1,1,"","232_hypothetical_protein.faa","232_hypothetical_protein.fna","687382",1.02040816326531
"70","234_hypothetical_protein",1,1,"","234_hypothetical_protein.faa","234_hypothetical_protein.fna","687382",1.02040816326531
"71","235_hypothetical_protein",1,1,"","235_hypothetical_protein.faa","235_hypothetical_protein.fna","687382",1.02040816326531
"72","236_hypothetical_protein",1,1,"PF02957_","236_hypothetical_protein.faa","236_hypothetical_protein.fna","687381",1.02040816326531
"73","237_hypothetical_protein",1,1,"","237_hypothetical_protein.faa","237_hypothetical_protein.fna","687381",1.02040816326531
"74","238_hypothetical_protein",1,1,"PF02956_PF02956_","238_hypothetical_protein.faa","238_hypothetical_protein.fna","687381",1.02040816326531
"75","252_hypothetical_protein",1,1,"PF02956_PF05501_","252_hypothetical_protein.faa","252_hypothetical_protein.fna","687353",1.02040816326531
"76","259_orf2-5",1,1,"PF02957_","259_orf2-5.faa","259_orf2-5.fna","687340",1.02040816326531
"77","276_hypothetical_protein",1,1,"","276_hypothetical_protein.faa","276_hypothetical_protein.fna","687364",1.02040816326531
"78","277_hypothetical_protein",1,1,"PF02957_","277_hypothetical_protein.faa","277_hypothetical_protein.fna","687365",1.02040816326531
"79","279_hypothetical_protein",1,1,"","279_hypothetical_protein.faa","279_hypothetical_protein.fna","687365",1.02040816326531
"80","282_hypothetical_protein",1,1,"PF02957_","282_hypothetical_protein.faa","282_hypothetical_protein.fna","687366",1.02040816326531
"81","290_hypothetical_protein",1,1,"","290_hypothetical_protein.faa","290_hypothetical_protein.fna","687368",1.02040816326531
"82","296_ORF1-2",1,1,"","296_ORF1-2.faa","296_ORF1-2.fna","687342",1.02040816326531
"83","298_ORF1-1",1,1,"","298_ORF1-1.faa","298_ORF1-1.fna","687342",1.02040816326531
"84","309_ORF3",1,1,"","309_ORF3.faa","309_ORF3.fna","687346",1.02040816326531
"85","314_Orf2",1,1,"","314_Orf2.faa","314_Orf2.fna","1218490",1.02040816326531
