"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"84","265_p7",1,1,"","265_p7.faa","265_p7.fna","913970",2.32558139534884
"85","266_p8",1,1,"","266_p8.faa","266_p8.fna","913970",2.32558139534884
"86","267_p9",1,1,"","267_p9.faa","267_p9.fna","913970",2.32558139534884
"87","269_hypothetical_protein",2,2,"","269_hypothetical_protein.faa","269_hypothetical_protein.fna","1655644_1655645",4.65116279069767
"88","270_hypothetical_protein",1,1,"","270_hypothetical_protein.faa","270_hypothetical_protein.fna","1655644",2.32558139534884
"89","271_hypothetical_protein",1,1,"","271_hypothetical_protein.faa","271_hypothetical_protein.fna","1655644",2.32558139534884
"90","272_DNA_pilot_protein_VP..",2,2,"","272_DNA_pilot_protein_VP...faa","272_DNA_pilot_protein_VP...fna","1655644_1655645",4.65116279069767
"91","279_hypothetical_protein",1,1,"","279_hypothetical_protein.faa","279_hypothetical_protein.fna","10855",2.32558139534884
"92","280_hypothetical_protein",1,1,"","280_hypothetical_protein.faa","280_hypothetical_protein.fna","10855",2.32558139534884
"93","281_hypothetical_protein",1,1,"","281_hypothetical_protein.faa","281_hypothetical_protein.fna","10855",2.32558139534884
"94","282_hypothetical_protein",1,1,"","282_hypothetical_protein.faa","282_hypothetical_protein.fna","10855",2.32558139534884
"95","283_hypothetical_protein",1,1,"","283_hypothetical_protein.faa","283_hypothetical_protein.fna","10855",2.32558139534884
"96","285_minor_capsid_protein",1,1,"","285_minor_capsid_protein.faa","285_minor_capsid_protein.fna","10855",2.32558139534884
"97","286_hypothetical_protein",1,1,"","286_hypothetical_protein.faa","286_hypothetical_protein.fna","10855",2.32558139534884
