QueryID,SubjectID,Perc.Ident,Alignment.Length,Mismatches,Gap.Openings,Q.start,Q.end,S.start,S.end,E,Bits
ID:YP_002290957.1,ID:YP_002290957.1,100,69,0,0,1,69,1,69,6.28e-46,128
ID:YP_002290957.1,ID:YP_009103100.1,98.551,69,1,0,1,69,1,69,1.09e-44,125
ID:YP_002290957.1,ID:YP_009786098.1,94.203,69,4,0,1,69,1,69,4.69e-35,100
ID:YP_009786098.1,ID:YP_009786098.1,100,69,0,0,1,69,1,69,2.37e-45,127
ID:YP_009786098.1,ID:YP_009103100.1,95.652,69,3,0,1,69,1,69,5.31e-44,123
ID:YP_009786098.1,ID:YP_002290957.1,94.203,69,4,0,1,69,1,69,4.47e-43,121
ID:YP_009103101.1,ID:YP_009103101.1,100,82,0,0,1,82,1,82,4.54e-60,166
ID:YP_009103101.1,ID:YP_009786099.1,98.78,82,1,0,1,82,1,82,2.18e-59,164
ID:YP_009103101.1,ID:YP_002290958.1,97.561,82,2,0,1,82,1,82,6.99e-59,163
ID:YP_009103101.1,ID:YP_863911.1,97.826,46,1,0,37,82,1,46,7.17e-30,89
ID:YP_009103101.1,ID:YP_008130368.1,29.412,85,55,2,1,80,1,85,2.49e-8,35
ID:YP_863911.1,ID:YP_009786099.1,100,46,0,0,1,46,37,82,5.64e-31,90.9
ID:YP_863911.1,ID:YP_002290958.1,100,46,0,0,1,46,37,82,5.89e-31,90.9
ID:YP_863911.1,ID:YP_863911.1,100,46,0,0,1,46,1,46,8.71e-31,89.4
ID:YP_863911.1,ID:YP_009103101.1,97.826,46,1,0,1,46,37,82,4.02e-30,89
ID:YP_863911.1,ID:YP_008130368.1,30,30,21,0,15,44,56,85,0.068,16.5
ID:YP_002290958.1,ID:YP_002290958.1,100,82,0,0,1,82,1,82,3.72e-60,166
ID:YP_002290958.1,ID:YP_009786099.1,98.78,82,1,0,1,82,1,82,8.96e-60,165
ID:YP_002290958.1,ID:YP_009103101.1,97.561,82,2,0,1,82,1,82,6.99e-59,163
ID:YP_002290958.1,ID:YP_863911.1,100,46,0,0,37,82,1,46,1.0500000000000001e-30,90.9
ID:YP_002290958.1,ID:YP_008130368.1,29.412,85,55,2,1,80,1,85,8.29e-9,36.2
ID:YP_009786099.1,ID:YP_009786099.1,100,82,0,0,1,82,1,82,3.19e-60,166
ID:YP_009786099.1,ID:YP_002290958.1,98.78,82,1,0,1,82,1,82,8.96e-60,165
ID:YP_009786099.1,ID:YP_009103101.1,98.78,82,1,0,1,82,1,82,2.18e-59,164
ID:YP_009786099.1,ID:YP_863911.1,100,46,0,0,37,82,1,46,1.01e-30,90.9
ID:YP_009786099.1,ID:YP_008130368.1,30.588,85,54,2,1,80,1,85,3.56e-9,37.4
ID:YP_008130368.1,ID:YP_008130368.1,100,85,0,0,1,85,1,85,7.77e-62,171
ID:YP_008130368.1,ID:NP_059543.1,32.941,85,46,3,1,83,1,76,2.59e-9,37.4
ID:YP_008130368.1,ID:NP_059533.1,32.941,85,46,3,1,83,1,76,2.59e-9,37.4
ID:YP_008130368.1,ID:YP_009786099.1,30.588,85,54,2,1,85,1,80,3.69e-9,37.4
ID:YP_008130368.1,ID:YP_002290958.1,29.412,85,55,2,1,85,1,80,8.59e-9,36.2
ID:YP_008130368.1,ID:YP_009103101.1,29.412,85,55,2,1,85,1,80,2.58e-8,35
ID:YP_008130368.1,ID:YP_863911.1,30,30,21,0,56,85,15,44,0.13,16.5
ID:NP_059533.1,ID:NP_059543.1,100,76,0,0,1,76,1,76,1.1e-56,157
ID:NP_059533.1,ID:NP_059533.1,100,76,0,0,1,76,1,76,1.1e-56,157
ID:NP_059533.1,ID:YP_008130368.1,32.941,85,46,3,1,76,1,83,2.32e-9,37.4
ID:NP_059543.1,ID:NP_059543.1,100,76,0,0,1,76,1,76,1.1e-56,157
ID:NP_059543.1,ID:NP_059533.1,100,76,0,0,1,76,1,76,1.1e-56,157
ID:NP_059543.1,ID:YP_008130368.1,32.941,85,46,3,1,76,1,83,2.32e-9,37.4
ID:YP_009103102.1,ID:YP_002290959.1,100,74,0,0,1,74,1,74,4.87e-49,137
ID:YP_009103102.1,ID:YP_863912.1,100,74,0,0,1,74,1,74,4.87e-49,137
ID:YP_009103102.1,ID:YP_009103102.1,100,74,0,0,1,74,1,74,4.87e-49,137
ID:YP_009103102.1,ID:YP_009786100.1,93.243,74,3,1,1,74,1,72,2.64e-20,64.3
ID:YP_863912.1,ID:YP_002290959.1,100,74,0,0,1,74,1,74,4.87e-49,137
ID:YP_863912.1,ID:YP_863912.1,100,74,0,0,1,74,1,74,4.87e-49,137
ID:YP_863912.1,ID:YP_009103102.1,100,74,0,0,1,74,1,74,4.87e-49,137
ID:YP_863912.1,ID:YP_009786100.1,93.243,74,3,1,1,74,1,72,2.64e-20,64.3
ID:YP_002290959.1,ID:YP_002290959.1,100,74,0,0,1,74,1,74,4.87e-49,137
ID:YP_002290959.1,ID:YP_863912.1,100,74,0,0,1,74,1,74,4.87e-49,137
ID:YP_002290959.1,ID:YP_009103102.1,100,74,0,0,1,74,1,74,4.87e-49,137
ID:YP_002290959.1,ID:YP_009786100.1,93.243,74,3,1,1,74,1,72,2.64e-20,64.3
ID:YP_009786100.1,ID:YP_009786100.1,100,72,0,0,1,72,1,72,1.52e-47,133
ID:YP_009786100.1,ID:YP_002290959.1,93.243,74,3,1,1,72,1,74,1.17e-20,65.1
ID:YP_009786100.1,ID:YP_863912.1,93.243,74,3,1,1,72,1,74,1.17e-20,65.1
ID:YP_009786100.1,ID:YP_009103102.1,93.243,74,3,1,1,72,1,74,1.17e-20,65.1
ID:YP_009103103.1,ID:YP_009103103.1,100,510,0,0,1,510,1,510,0,1020
ID:YP_009103103.1,ID:YP_002290960.1,84.375,512,77,2,1,510,1,511,0,738
ID:YP_009103103.1,ID:YP_009786101.1,73.633,512,128,3,1,510,1,507,0,617
ID:YP_009103103.1,ID:YP_863913.1,75.391,512,110,4,1,510,1,498,0,603
ID:YP_863913.1,ID:YP_863913.1,100,498,0,0,1,498,1,498,0,984
ID:YP_863913.1,ID:YP_002290960.1,81.055,512,82,5,1,498,1,511,0,684
ID:YP_863913.1,ID:YP_009103103.1,75.391,512,110,4,1,498,1,510,0,614
ID:YP_863913.1,ID:YP_009786101.1,72.07,512,124,5,1,498,1,507,0,596
ID:YP_002290960.1,ID:YP_002290960.1,100,511,0,0,1,511,1,511,0,1014
ID:YP_002290960.1,ID:YP_009103103.1,84.375,512,77,2,1,511,1,510,0,739
ID:YP_002290960.1,ID:YP_009786101.1,81.018,511,93,2,1,511,1,507,0,689
ID:YP_002290960.1,ID:YP_863913.1,81.055,512,82,5,1,511,1,498,0,673
ID:YP_009786101.1,ID:YP_009786101.1,100,507,0,0,1,507,1,507,0,1003
ID:YP_009786101.1,ID:YP_002290960.1,81.018,511,93,2,1,507,1,511,0,715
ID:YP_009786101.1,ID:YP_009103103.1,73.633,512,128,3,1,507,1,510,0,643
ID:YP_009786101.1,ID:YP_863913.1,73.725,510,119,6,1,507,1,498,0,595
ID:YP_009103104.1,ID:YP_009103104.1,100,109,0,0,1,109,1,109,5.08e-76,207
ID:YP_009103104.1,ID:YP_863914.2,98.165,109,2,0,1,109,1,109,4.05e-75,205
ID:YP_009103104.1,ID:YP_009786102.1,93.578,109,7,0,1,109,1,109,5.88e-64,177
ID:YP_863914.2,ID:YP_863914.2,100,109,0,0,1,109,1,109,6.69e-76,207
ID:YP_863914.2,ID:YP_009103104.1,98.165,109,2,0,1,109,1,109,4.05e-75,205
ID:YP_863914.2,ID:YP_009786102.1,93.578,109,7,0,1,109,1,109,1.99e-63,176
ID:YP_009786102.1,ID:YP_009786102.1,100,109,0,0,1,109,1,109,4.41e-76,207
ID:YP_009786102.1,ID:YP_009103104.1,93.578,109,7,0,1,109,1,109,2.67e-63,176
ID:YP_009786102.1,ID:YP_863914.2,93.578,109,7,0,1,109,1,109,1.16e-62,174
ID:YP_009103105.1,ID:YP_009103105.1,100,440,0,0,1,440,1,440,0,899
ID:YP_009103105.1,ID:YP_863915.1,93.409,440,28,1,1,440,1,439,0,836
ID:YP_009103105.1,ID:YP_002290962.1,93.409,440,28,1,1,440,1,439,0,835
ID:YP_009103105.1,ID:YP_009786103.1,89.318,440,44,2,1,440,1,437,0,773
ID:YP_009103105.1,ID:YP_257149.1,29.695,394,237,9,1,378,1,370,5.81e-44,150
ID:YP_009103105.1,ID:YP_008130373.1,28.465,404,245,13,1,387,1,377,5.21e-41,141
ID:YP_009103105.1,ID:YP_031685.1,26.848,257,141,11,1,233,1,234,7.23e-14,62
ID:YP_009103105.1,ID:YP_031692.1,26.848,257,141,11,1,233,1,234,7.23e-14,62
ID:YP_009103105.1,ID:YP_004286239.1,21.713,327,213,13,2,302,3,312,7.66e-12,55.8
ID:YP_009103105.1,ID:YP_004286239.1,44.444,18,10,0,400,417,339,356,3.5,18.9
ID:YP_009103105.1,ID:NP_695195.1,23.488,281,178,10,1,263,1,262,1.24e-11,55.1
ID:YP_009103105.1,ID:YP_002925195.1,23.488,281,178,10,1,263,28,289,1.72e-11,54.7
ID:YP_009103105.1,ID:NP_835479.1,25.882,255,144,11,1,232,1,233,3.59e-9,47.4
ID:YP_863915.1,ID:YP_863915.1,100,439,0,0,1,439,1,439,0,890
ID:YP_863915.1,ID:YP_002290962.1,99.544,439,2,0,1,439,1,439,0,889
ID:YP_863915.1,ID:YP_009103105.1,93.409,440,28,1,1,439,1,440,0,822
ID:YP_863915.1,ID:YP_009786103.1,89.522,439,44,1,1,439,1,437,0,785
ID:YP_863915.1,ID:YP_257149.1,30.102,392,238,9,1,378,1,370,8.28e-46,155
ID:YP_863915.1,ID:YP_008130373.1,28.218,404,246,13,1,387,1,377,2.87e-40,139
ID:YP_863915.1,ID:YP_031685.1,28.016,257,138,12,1,233,1,234,4.35e-15,65.9
ID:YP_863915.1,ID:YP_031692.1,28.016,257,138,12,1,233,1,234,4.35e-15,65.9
ID:YP_863915.1,ID:NP_695195.1,24.534,322,192,13,1,298,1,295,1.56e-13,61.2
ID:YP_863915.1,ID:YP_002925195.1,24.684,316,187,13,7,298,34,322,1.69e-13,61.2
ID:YP_863915.1,ID:YP_004286239.1,22.517,302,194,12,2,276,3,291,5.49e-12,56.2
ID:YP_863915.1,ID:YP_004286239.1,34.783,23,15,0,400,422,339,361,2.2,19.6
ID:YP_863915.1,ID:NP_835479.1,26.104,249,139,11,7,232,7,233,2.28e-10,51.2
ID:YP_002290962.1,ID:YP_002290962.1,100,439,0,0,1,439,1,439,0,891
ID:YP_002290962.1,ID:YP_863915.1,99.544,439,2,0,1,439,1,439,0,889
ID:YP_002290962.1,ID:YP_009103105.1,93.409,440,28,1,1,439,1,440,0,821
ID:YP_002290962.1,ID:YP_009786103.1,89.522,439,44,1,1,439,1,437,0,784
ID:YP_002290962.1,ID:YP_257149.1,30.102,392,238,9,1,378,1,370,1.1e-45,154
ID:YP_002290962.1,ID:YP_008130373.1,28.465,404,245,13,1,387,1,377,2.21e-40,140
ID:YP_002290962.1,ID:YP_031685.1,28.016,257,138,12,1,233,1,234,4.93e-15,65.9
ID:YP_002290962.1,ID:YP_031692.1,28.016,257,138,12,1,233,1,234,4.93e-15,65.9
ID:YP_002290962.1,ID:YP_002925195.1,24.684,316,187,13,7,298,34,322,1.53e-13,61.2
ID:YP_002290962.1,ID:NP_695195.1,24.534,322,192,13,1,298,1,295,1.58e-13,61.2
ID:YP_002290962.1,ID:YP_004286239.1,22.517,302,194,12,2,276,3,291,6.74e-12,56.2
ID:YP_002290962.1,ID:YP_004286239.1,34.783,23,15,0,400,422,339,361,2.2,19.6
ID:YP_002290962.1,ID:NP_835479.1,26.104,249,139,11,7,232,7,233,2.58e-10,51.2
ID:YP_009786103.1,ID:YP_009786103.1,100,437,0,0,1,437,1,437,0,892
ID:YP_009786103.1,ID:YP_863915.1,89.522,439,44,1,1,437,1,439,0,804
ID:YP_009786103.1,ID:YP_002290962.1,89.522,439,44,1,1,437,1,439,0,803
ID:YP_009786103.1,ID:YP_009103105.1,89.318,440,44,2,1,437,1,440,0,779
ID:YP_009786103.1,ID:YP_257149.1,29.138,429,268,9,1,415,1,407,1.55e-47,159
ID:YP_009786103.1,ID:YP_008130373.1,28.205,429,263,14,1,412,1,401,8.31e-42,144
ID:YP_009786103.1,ID:YP_031685.1,27.237,257,140,12,1,233,1,234,1.45e-14,64.3
ID:YP_009786103.1,ID:YP_031692.1,27.237,257,140,12,1,233,1,234,1.45e-14,64.3
ID:YP_009786103.1,ID:YP_002925195.1,24.765,319,195,13,1,298,28,322,9.89e-13,58.5
ID:YP_009786103.1,ID:YP_004286239.1,23.411,299,189,12,2,273,3,288,2.35e-12,57.4
ID:YP_009786103.1,ID:NP_695195.1,22.54,315,207,11,1,298,1,295,2.66e-12,57.4
ID:YP_009786103.1,ID:NP_835479.1,24.314,255,148,11,1,232,1,233,7.92e-9,46.2
ID:YP_008130373.1,ID:YP_008130373.1,100,430,0,0,1,430,1,430,0,889
ID:YP_008130373.1,ID:YP_257149.1,35.165,455,257,11,1,430,1,442,2.58e-76,235
ID:YP_008130373.1,ID:YP_002290962.1,28.465,404,245,13,1,377,1,387,4.79e-42,144
ID:YP_008130373.1,ID:YP_863915.1,28.218,404,246,13,1,377,1,387,6.56e-42,144
ID:YP_008130373.1,ID:YP_009786103.1,28.713,404,244,13,1,377,1,387,1.44e-41,143
ID:YP_008130373.1,ID:YP_009103105.1,28.465,404,245,13,1,377,1,387,1.46e-40,140
ID:YP_008130373.1,ID:YP_031685.1,26.613,248,150,9,1,236,1,228,1.61e-18,76.3
ID:YP_008130373.1,ID:YP_031692.1,26.613,248,150,9,1,236,1,228,1.61e-18,76.3
ID:YP_008130373.1,ID:NP_695195.1,26.471,306,174,15,1,288,1,273,9.86e-18,73.9
ID:YP_008130373.1,ID:YP_002925195.1,26.797,306,173,16,1,288,28,300,7.23e-17,71.6
ID:YP_008130373.1,ID:NP_835479.1,26.07,257,151,12,1,242,1,233,5.08e-14,62.4
ID:YP_008130373.1,ID:YP_004286239.1,22.957,257,150,13,2,232,3,237,3.45e-10,50.8
ID:YP_008130373.1,ID:YP_004286239.1,32.558,43,20,3,275,313,96,133,7.6,17.7
ID:YP_257149.1,ID:YP_257149.1,100,442,0,0,1,442,1,442,0,909
ID:YP_257149.1,ID:YP_008130373.1,36.142,451,258,11,1,442,1,430,1.34e-79,244
ID:YP_257149.1,ID:YP_863915.1,31.122,392,234,9,1,370,1,378,1.25e-48,162
ID:YP_257149.1,ID:YP_002290962.1,31.122,392,234,9,1,370,1,378,1.72e-48,162
ID:YP_257149.1,ID:YP_009786103.1,29.736,417,253,9,1,393,1,401,6.82e-46,155
ID:YP_257149.1,ID:YP_009103105.1,30.711,394,233,9,1,370,1,378,3.69e-45,153
ID:YP_257149.1,ID:YP_031685.1,26.778,239,155,10,1,231,1,227,4.74e-15,65.9
ID:YP_257149.1,ID:YP_031692.1,26.778,239,155,10,1,231,1,227,4.74e-15,65.9
ID:YP_257149.1,ID:YP_002925195.1,25.172,290,176,12,7,276,34,302,8.58e-15,65.1
ID:YP_257149.1,ID:NP_695195.1,25.172,290,176,12,7,276,7,275,8.88e-15,65.1
ID:YP_257149.1,ID:YP_004286239.1,22.449,294,193,8,2,273,3,283,6.03e-14,62.4
ID:YP_257149.1,ID:NP_835479.1,25.839,298,173,13,7,285,7,275,3.07e-12,57
ID:YP_257149.1,ID:NP_835479.1,33.333,21,14,0,311,331,43,63,9.9,17.3
ID:YP_004286239.1,ID:YP_004286239.1,100,399,0,0,1,399,1,399,0,831
ID:YP_004286239.1,ID:YP_031685.1,27.711,249,152,10,3,240,2,233,9.5e-16,67.8
ID:YP_004286239.1,ID:YP_031692.1,27.711,249,152,10,3,240,2,233,9.5e-16,67.8
ID:YP_004286239.1,ID:YP_257149.1,23.605,233,148,6,3,223,2,216,1.33e-12,58.2
ID:YP_004286239.1,ID:NP_695195.1,27.49,251,142,12,8,242,7,233,3.61e-12,56.6
ID:YP_004286239.1,ID:YP_009786103.1,23.622,254,159,10,3,243,2,233,4.93e-12,56.2
ID:YP_004286239.1,ID:YP_863915.1,22.517,302,194,12,3,291,2,276,4.99e-12,56.2
ID:YP_004286239.1,ID:YP_863915.1,34.783,23,15,0,339,361,400,422,2,19.6
ID:YP_004286239.1,ID:YP_002290962.1,22.517,302,194,12,3,291,2,276,6.12e-12,56.2
ID:YP_004286239.1,ID:YP_002290962.1,34.783,23,15,0,339,361,400,422,2,19.6
ID:YP_004286239.1,ID:YP_009103105.1,27.941,136,77,4,3,137,2,117,1.24e-11,55.1
ID:YP_004286239.1,ID:YP_009103105.1,44.444,18,10,0,339,356,400,417,3.2,18.9
ID:YP_004286239.1,ID:YP_002925195.1,26.667,255,139,13,8,242,34,260,2.71e-11,53.9
ID:YP_004286239.1,ID:NP_835479.1,24.603,252,148,9,8,242,7,233,6.82e-11,52.8
ID:YP_004286239.1,ID:YP_008130373.1,22.957,257,150,13,3,237,2,232,3.78e-10,50.4
ID:YP_004286239.1,ID:YP_008130373.1,32.558,43,20,3,96,133,275,313,6.5,18.1
ID:YP_002925195.1,ID:YP_002925195.1,100,411,0,0,1,411,1,411,0,857
ID:YP_002925195.1,ID:NP_695195.1,98.695,383,5,0,28,410,1,383,0,786
ID:YP_002925195.1,ID:NP_835479.1,82.812,384,66,0,28,411,1,384,0,639
ID:YP_002925195.1,ID:YP_031685.1,49.451,364,179,3,28,388,1,362,8.27e-127,362
ID:YP_002925195.1,ID:YP_031692.1,49.451,364,179,3,28,388,1,362,8.27e-127,362
ID:YP_002925195.1,ID:YP_008130373.1,28.185,259,143,14,28,260,1,242,4.77e-16,68.9
ID:YP_002925195.1,ID:YP_257149.1,30.247,162,100,6,34,187,7,163,1.1e-14,64.7
ID:YP_002925195.1,ID:YP_002290962.1,24.684,316,187,13,34,322,7,298,1.43e-13,61.2
ID:YP_002925195.1,ID:YP_863915.1,24.684,316,187,13,34,322,7,298,1.58e-13,61.2
ID:YP_002925195.1,ID:YP_009786103.1,26.531,245,143,10,28,251,1,229,5.82e-12,56.2
ID:YP_002925195.1,ID:YP_004286239.1,26.667,255,139,13,34,260,8,242,2.79e-11,53.9
ID:YP_002925195.1,ID:YP_009103105.1,23.715,253,160,9,28,262,1,238,3.52e-11,53.9
ID:NP_835479.1,ID:NP_835479.1,100,384,0,0,1,384,1,384,0,801
ID:NP_835479.1,ID:YP_002925195.1,82.812,384,66,0,1,384,28,411,0,662
ID:NP_835479.1,ID:NP_695195.1,82.984,382,65,0,1,382,1,382,0,659
ID:NP_835479.1,ID:YP_031685.1,48.626,364,182,3,1,361,1,362,4.45e-123,351
ID:NP_835479.1,ID:YP_031692.1,48.626,364,182,3,1,361,1,362,4.45e-123,351
ID:NP_835479.1,ID:YP_008130373.1,27.059,255,151,12,1,233,1,242,1.47e-14,63.9
ID:NP_835479.1,ID:YP_257149.1,32.099,162,97,7,7,160,7,163,4.12e-14,62.8
ID:NP_835479.1,ID:YP_257149.1,33.333,21,14,0,43,63,311,331,9.2,17.3
ID:NP_835479.1,ID:YP_004286239.1,25.101,247,153,9,7,233,8,242,8.19e-11,52.4
ID:NP_835479.1,ID:YP_002290962.1,25.984,254,145,11,1,233,1,232,9.56e-11,52.4
ID:NP_835479.1,ID:YP_863915.1,25.984,254,145,11,1,233,1,232,9.65e-11,52.4
ID:NP_835479.1,ID:YP_009103105.1,24,250,155,9,1,233,1,232,7.99e-10,49.3
ID:NP_835479.1,ID:YP_009786103.1,24.803,254,148,11,1,233,1,232,5.53e-9,46.6
ID:YP_031692.1,ID:YP_031685.1,100,380,0,0,1,380,1,380,0,790
ID:YP_031692.1,ID:YP_031692.1,100,380,0,0,1,380,1,380,0,790
ID:YP_031692.1,ID:NP_695195.1,49.725,364,178,3,1,362,1,361,5.15e-130,369
ID:YP_031692.1,ID:YP_002925195.1,49.451,364,179,3,1,362,28,388,1.26e-129,369
ID:YP_031692.1,ID:NP_835479.1,49.591,367,174,5,1,362,1,361,2.7e-120,344
ID:YP_031692.1,ID:YP_008130373.1,26.613,248,150,9,1,228,1,236,8.55e-19,77
ID:YP_031692.1,ID:YP_004286239.1,27.711,249,152,10,2,233,3,240,1.05e-15,67.4
ID:YP_031692.1,ID:YP_863915.1,28.016,257,138,12,1,234,1,233,4.63e-15,65.5
ID:YP_031692.1,ID:YP_002290962.1,28.016,257,138,12,1,234,1,233,4.67e-15,65.5
ID:YP_031692.1,ID:YP_257149.1,26.457,223,145,9,1,211,1,216,2.07e-14,63.5
ID:YP_031692.1,ID:YP_009786103.1,27.237,257,140,12,1,234,1,233,2.28e-14,63.5
ID:YP_031692.1,ID:YP_009103105.1,26.848,257,141,11,1,234,1,233,8.62e-14,61.6
ID:YP_031685.1,ID:YP_031685.1,100,380,0,0,1,380,1,380,0,790
ID:YP_031685.1,ID:YP_031692.1,100,380,0,0,1,380,1,380,0,790
ID:YP_031685.1,ID:NP_695195.1,49.725,364,178,3,1,362,1,361,5.15e-130,369
ID:YP_031685.1,ID:YP_002925195.1,49.451,364,179,3,1,362,28,388,1.26e-129,369
ID:YP_031685.1,ID:NP_835479.1,49.591,367,174,5,1,362,1,361,2.7e-120,344
ID:YP_031685.1,ID:YP_008130373.1,26.613,248,150,9,1,228,1,236,8.55e-19,77
ID:YP_031685.1,ID:YP_004286239.1,27.711,249,152,10,2,233,3,240,1.05e-15,67.4
ID:YP_031685.1,ID:YP_863915.1,28.016,257,138,12,1,234,1,233,4.63e-15,65.5
ID:YP_031685.1,ID:YP_002290962.1,28.016,257,138,12,1,234,1,233,4.67e-15,65.5
ID:YP_031685.1,ID:YP_257149.1,26.457,223,145,9,1,211,1,216,2.07e-14,63.5
ID:YP_031685.1,ID:YP_009786103.1,27.237,257,140,12,1,234,1,233,2.28e-14,63.5
ID:YP_031685.1,ID:YP_009103105.1,26.848,257,141,11,1,234,1,233,8.62e-14,61.6
ID:NP_695195.1,ID:NP_695195.1,100,384,0,0,1,384,1,384,0,801
ID:NP_695195.1,ID:YP_002925195.1,98.695,383,5,0,1,383,28,410,0,786
ID:NP_695195.1,ID:NP_835479.1,82.984,382,65,0,1,382,1,382,0,637
ID:NP_695195.1,ID:YP_031685.1,49.725,364,178,3,1,361,1,362,1.18e-127,363
ID:NP_695195.1,ID:YP_031692.1,49.725,364,178,3,1,361,1,362,1.18e-127,363
ID:NP_695195.1,ID:YP_008130373.1,27.451,255,150,12,1,233,1,242,6.14e-17,71.2
ID:NP_695195.1,ID:YP_257149.1,30.247,162,100,6,7,160,7,163,1.29e-14,64.3
ID:NP_695195.1,ID:YP_863915.1,24.534,322,192,13,1,295,1,298,1.37e-13,61.2
ID:NP_695195.1,ID:YP_002290962.1,24.534,322,192,13,1,295,1,298,1.38e-13,61.2
ID:NP_695195.1,ID:YP_004286239.1,27.49,251,142,12,7,233,8,242,3.48e-12,56.6
ID:NP_695195.1,ID:YP_009786103.1,26.531,245,143,10,1,224,1,229,5.29e-12,56.2
ID:NP_695195.1,ID:YP_009103105.1,23.333,270,171,9,1,252,1,252,2.43e-11,54.3
ID:YP_009103106.1,ID:YP_009103106.1,100,239,0,0,1,239,1,239,1.27e-180,482
ID:NP_047352.1,ID:NP_047352.1,100,96,0,0,1,96,1,96,1.03e-73,199
ID:YP_009103108.1,ID:YP_009103108.1,100,96,0,0,1,96,1,96,1.68e-70,192
ID:YP_009103108.1,ID:YP_009786107.1,81.053,95,18,0,1,95,1,95,1.52e-49,139
ID:YP_009786107.1,ID:YP_009786107.1,100,96,0,0,1,96,1,96,1.18e-71,195
ID:YP_009786107.1,ID:YP_009103108.1,81.053,95,18,0,1,95,1,95,3.16e-56,156
ID:YP_863906.1,ID:YP_863906.1,100,96,0,0,1,96,1,96,4.51e-74,200
ID:YP_863907.1,ID:YP_863907.1,100,65,0,0,1,65,1,65,1.04e-46,130
ID:YP_863907.1,ID:YP_002290954.1,95.312,64,3,0,1,64,1,64,5.27e-44,123
ID:YP_863907.1,ID:YP_008320406.1,39.216,51,31,0,6,56,3,53,9.37e-10,37.4
