Howler-monkey-associated-porprismacovirus-1_taxid_2170112.gbk	ID:YP_009118271.1,	ID:YP_009118272.1,	-	-	-	-	-	-	-	-	-	-	-
Human-associated-huchismacovirus-1_taxid_2169934.gbk	ID:YP_009508841.1,	ID:YP_009508842.1,	-	-	-	-	-	-	-	-	-	-	-
Human-associated-huchismacovirus-2_taxid_2169935.gbk	ID:YP_009508843.1,	ID:YP_009508844.1,	-	-	-	-	-	-	-	-	-	-	-
Human-associated-huchismacovirus-3_taxid_2169936.gbk	ID:YP_009508845.1,	ID:YP_009508846.1,	-	-	-	-	-	-	-	-	-	-	-
Human-associated-porprismacovirus-2_taxid_2170114.gbk	ID:YP_009118273.1,	ID:YP_009118274.1,	-	-	-	-	-	-	-	-	-	-	-
Human-feces-smacovirus-2_taxid_1820158.gbk	ID:YP_009508864.1,	ID:YP_009508865.1,	-	-	-	-	-	-	-	-	-	-	-
Human-feces-smacovirus-3_taxid_1820159.gbk	ID:YP_009408602.1,	ID:YP_009408603.1,	-	-	-	-	-	-	-	-	-	-	-
Human-smacovirus-1_taxid_1595998.gbk	ID:YP_009116878.1,	ID:YP_009116879.1,	-	-	-	-	-	-	-	-	-	-	-
Lemur-associated-porprismacovirus-1_taxid_2170115.gbk	ID:YP_009118277.1,	ID:YP_009118278.1,	-	-	-	-	-	-	-	-	-	-	-
Odonata-associated-circular-virus-21_taxid_1592122.gbk	ID:YP_009508828.1,	ID:YP_009508827.1,	-	-	-	-	-	-	-	-	-	-	-
Odonata-associated-circular-virus-5_taxid_1592125.gbk	ID:YP_009508829.1,	ID:YP_009508830.1,	-	-	-	-	-	-	-	-	-	-	-
Pig-stool-associated-circular-ssDNA-virus-GER2011_taxid_1114942.gbk	ID:YP_006331068.1,	ID:YP_006331067.1,	ID:YP_006331070.1,	-	-	-	-	-	-	-	ID:YP_006331066.1,	ID:YP_006331069.1,	-
PoSCV-Kor-J481_taxid_1488557.gbk	ID:YP_009030024.1,	ID:YP_009030025.1,	-	-	-	-	-	-	-	-	-	-	-
Porcine-associated-porprismacovirus-10_taxid_2170117.gbk	ID:YP_009252319.1,	ID:YP_009252320.1,	-	-	-	-	-	-	-	-	-	-	-
Porcine-associated-porprismacovirus-3_taxid_2170119.gbk	ID:YP_007974229.1,	ID:YP_007974230.1,	-	-	-	-	-	-	-	-	-	-	-
Porcine-associated-porprismacovirus-4_taxid_2170120.gbk	ID:YP_009508866.1,	ID:YP_009508867.1,	-	-	-	-	-	-	-	-	-	-	-
Porcine-associated-porprismacovirus-5_taxid_2170121.gbk	ID:YP_009054984.1,	ID:YP_009054985.1,	-	-	-	-	-	-	-	-	-	-	-
Porcine-associated-porprismacovirus-6_taxid_2170122.gbk	ID:YP_009054992.1,	ID:YP_009054993.1,	-	-	-	-	-	-	-	-	-	-	-
Porcine-associated-porprismacovirus-7_taxid_2170123.gbk	ID:YP_009054986.1,	ID:YP_009054987.1,	-	-	-	-	-	-	-	-	-	-	-
Porcine-associated-porprismacovirus-8_taxid_2170124.gbk	ID:YP_009054990.1,	ID:YP_009054991.1,	-	-	-	-	-	-	-	-	-	-	-
Porcine-associated-porprismacovirus-9_taxid_2170125.gbk	ID:YP_009054988.1,	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009054989.1,
Porcine-stool-associated-circular-virus-2_taxid_1328031.gbk	ID:YP_007974227.1,	ID:YP_007974228.1,	-	-	-	-	-	-	-	-	-	-	-
Porcine-stool-associated-circular-virus_taxid_1843773.gbk	ID:YP_009252321.1,	ID:YP_009252322.1,	-	-	-	-	-	-	-	-	-	-	-
Rat-associated-porprismacovirus-1_taxid_2170126.gbk	ID:YP_009163760.1,	ID:YP_009163761.1,	-	-	-	-	-	-	-	-	-	-	-
Sheep-faeces-associated-smacovirus-1_taxid_1843756.gbk	ID:YP_009252309.1,	ID:YP_009252310.1,	-	-	-	-	-	-	-	-	-	-	-
Sheep-faeces-associated-smacovirus-2_taxid_1843757.gbk	ID:YP_009252311.1,	ID:YP_009252312.1,	-	-	-	-	-	-	-	-	-	-	-
Sheep-faeces-associated-smacovirus-3_taxid_1843758.gbk	ID:YP_009252307.1,	ID:YP_009252308.1,	-	-	-	-	-	-	-	-	-	-	-
Turkey-associated-porprismacovirus-1_taxid_2170130.gbk	ID:YP_009022026.1,	ID:YP_009022025.1,	-	-	-	-	-	-	-	-	-	-	-
