QueryID,SubjectID,Perc.Ident,Alignment.Length,Mismatches,Gap.Openings,Q.start,Q.end,S.start,S.end,E,Bits
ID:YP_473362.1,ID:YP_009109634.1,28.086,324,202,8,49,361,36,339,9.81e-32,113
ID:YP_473362.1,ID:YP_009345085.1,26.935,323,199,10,57,368,52,348,4.15e-25,94.7
ID:YP_473362.1,ID:YP_009345106.1,27.714,350,213,12,33,372,30,349,2.5300000000000002e-24,92.4
ID:YP_004286321.1,ID:YP_004286321.1,100,390,0,0,1,390,1,390,0,806
ID:YP_004286321.1,ID:YP_473362.1,52.688,372,158,9,27,390,27,388,1.84e-127,363
ID:YP_004286321.1,ID:YP_009001776.1,44.665,403,182,9,9,390,3,385,4.35e-108,313
ID:YP_004286321.1,ID:YP_004046697.1,34.343,396,211,11,5,384,4,366,1.43e-64,201
ID:YP_004286321.1,ID:YP_009345096.1,28.274,336,210,11,37,363,28,341,4.31e-33,117
ID:YP_004286321.1,ID:YP_009109634.1,28.528,326,209,8,45,363,31,339,1.45e-32,115
ID:YP_004286321.1,ID:YP_009345085.1,25.469,373,207,14,31,365,4,343,1.28e-22,87.4
ID:YP_004286321.1,ID:YP_009345106.1,26.331,357,207,13,37,374,30,349,2.65e-19,77.8
ID:YP_004046697.1,ID:YP_004046697.1,100,372,0,0,1,372,1,372,0,783
ID:YP_004046697.1,ID:YP_009001776.1,37.326,359,182,9,32,365,38,378,3.63e-64,199
ID:YP_004046697.1,ID:YP_473362.1,36.957,368,190,12,22,363,28,379,3.62e-63,197
ID:YP_004046697.1,ID:YP_004286321.1,34.211,380,202,10,19,366,21,384,4.3e-63,197
ID:YP_004046697.1,ID:YP_009345096.1,26.126,333,212,10,26,344,28,340,6.92e-32,113
ID:YP_004046697.1,ID:YP_009345096.1,34.375,32,20,1,309,339,23,54,0.64,20.4
ID:YP_004046697.1,ID:YP_009345106.1,24.501,351,214,12,21,353,29,346,3.5e-28,103
ID:YP_004046697.1,ID:YP_009109634.1,27.576,330,176,13,49,344,38,338,6.48e-27,99.4
ID:YP_004046697.1,ID:YP_009345085.1,25.987,304,178,11,55,335,52,331,6.88e-27,99.8
ID:YP_009001776.1,ID:YP_009001776.1,100,387,0,0,1,387,1,387,0,803
ID:YP_009001776.1,ID:YP_473362.1,44.697,396,200,7,1,385,1,388,3.56e-110,318
ID:YP_009001776.1,ID:YP_004286321.1,44.987,389,176,9,17,385,20,390,2.04e-108,314
ID:YP_009001776.1,ID:YP_004046697.1,37.371,388,198,10,9,378,5,365,5.52e-68,209
ID:YP_009001776.1,ID:YP_009345096.1,32.588,313,181,10,58,358,47,341,4.82e-38,130
ID:YP_009001776.1,ID:YP_009109634.1,30.53,321,186,8,57,359,39,340,4.78e-31,111
ID:YP_009001776.1,ID:YP_009345085.1,25,324,200,9,60,365,50,348,5.08e-20,79.7
ID:YP_009001776.1,ID:YP_009345106.1,24.92,313,201,10,60,360,50,340,3.93e-17,71.2
ID:YP_004286322.1,ID:YP_004286322.1,100,531,0,0,1,531,1,531,0,1114
ID:YP_004286322.1,ID:YP_009001777.1,58.565,432,174,2,98,526,55,484,0,507
ID:YP_004286322.1,ID:YP_004046698.1,51.069,421,196,6,91,506,26,441,7.93e-155,439
ID:YP_004046698.1,ID:YP_004046698.1,100,446,0,0,1,446,1,446,0,940
ID:YP_004046698.1,ID:YP_004286322.1,51.069,421,196,6,26,441,91,506,1.43e-146,418
ID:YP_004046698.1,ID:YP_009001777.1,50.346,433,203,6,5,429,25,453,2.46e-145,413
ID:YP_009001777.1,ID:YP_009001777.1,100,484,0,0,1,484,1,484,0,1017
ID:YP_009001777.1,ID:YP_004286322.1,58.796,432,173,2,55,484,98,526,6.42e-175,491
ID:YP_009001777.1,ID:YP_004046698.1,50.577,433,202,6,25,453,5,429,3.15e-149,423
ID:YP_004046696.1,ID:YP_004046696.1,100,415,0,0,1,415,1,415,0,851
ID:YP_009345107.1,ID:YP_009345107.1,100,513,0,0,1,513,1,513,0,1084
ID:YP_009345107.1,ID:YP_009345086.1,57.515,499,208,2,1,498,28,523,0,609
ID:YP_009345107.1,ID:YP_009109635.1,52.225,427,189,5,60,484,2,415,3.77e-164,462
ID:YP_009345107.1,ID:YP_473359.1,55.556,378,165,2,104,481,158,532,4.62e-142,411
ID:YP_009345107.1,ID:YP_473359.1,31.868,91,46,5,43,129,45,123,0.43,21.2
ID:YP_009345107.1,ID:YP_009345097.1,39.501,481,267,9,34,509,13,474,1.25e-120,352
ID:YP_009345086.1,ID:YP_009345086.1,100,532,0,0,1,532,1,532,0,1119
ID:YP_009345086.1,ID:YP_009345107.1,57.515,499,208,2,28,523,1,498,0,609
ID:YP_009345086.1,ID:YP_009109635.1,54.306,418,178,6,93,508,8,414,6.83e-168,472
ID:YP_009345086.1,ID:YP_473359.1,54.798,396,172,3,129,522,158,548,3.13e-144,417
ID:YP_009345086.1,ID:YP_473359.1,50,14,7,0,73,86,490,503,6.3,17.3
ID:YP_009345086.1,ID:YP_009345097.1,41.387,476,252,10,53,526,13,463,1.33e-119,350
ID:YP_009345097.1,ID:YP_009345097.1,100,474,0,0,1,474,1,474,0,984
ID:YP_009345097.1,ID:YP_009345107.1,39.501,481,267,9,13,474,34,509,1.16e-120,352
ID:YP_009345097.1,ID:YP_009345086.1,41.387,476,252,10,13,463,53,526,1.19e-119,350
ID:YP_009345097.1,ID:YP_009109635.1,42.932,382,200,7,78,444,34,412,2.71e-108,318
ID:YP_009345097.1,ID:YP_473359.1,43.577,397,205,7,86,466,162,555,3.93e-100,301
ID:YP_009345097.1,ID:YP_473359.1,37.5,40,17,2,412,451,73,104,2.2,18.9
ID:YP_009109635.1,ID:YP_009109635.1,100,423,0,0,1,423,1,423,0,886
ID:YP_009109635.1,ID:YP_009345086.1,54.306,418,178,6,8,414,93,508,5.43e-168,472
ID:YP_009109635.1,ID:YP_009345086.1,34.615,26,15,1,359,384,64,87,9.5,16.5
ID:YP_009109635.1,ID:YP_009345107.1,52.225,427,189,5,2,415,60,484,3.1e-164,462
ID:YP_009109635.1,ID:YP_473359.1,53.506,385,173,4,32,413,152,533,5.72e-137,394
ID:YP_009109635.1,ID:YP_473359.1,26.087,23,17,0,144,166,523,545,4.3,17.7
ID:YP_009109635.1,ID:YP_009345097.1,42.932,382,200,7,34,412,78,444,2.42e-108,318
ID:YP_473359.1,ID:YP_473359.1,100,573,0,0,1,573,1,573,0,1200
ID:YP_473359.1,ID:YP_009345086.1,53.125,416,188,3,138,548,109,522,1.03e-153,441
ID:YP_473359.1,ID:YP_009345086.1,50,14,7,0,490,503,73,86,7.1,17.3
ID:YP_473359.1,ID:YP_009345107.1,53.731,402,180,4,135,532,82,481,4.48e-152,437
ID:YP_473359.1,ID:YP_009345107.1,31.868,91,46,5,45,123,43,129,0.59,20.8
ID:YP_473359.1,ID:YP_009109635.1,53.506,385,173,4,152,533,32,413,6.26e-146,417
ID:YP_473359.1,ID:YP_009109635.1,28.571,21,15,0,525,545,146,166,5.7,17.7
ID:YP_473359.1,ID:YP_009345097.1,42.518,421,218,8,138,555,67,466,7.87e-109,324
ID:YP_473359.1,ID:YP_009345097.1,37.5,40,17,2,73,104,412,451,2.5,18.9
ID:YP_009345083.1,ID:YP_009345083.1,100,155,0,0,1,155,1,155,2.35e-118,317
ID:YP_009345093.1,ID:YP_009345093.1,100,235,0,0,1,235,1,235,9.23e-176,469
