17_major_coat_protein_V...faa	-	-	-	ID:YP_680427.1,ID:YP_680428.1,	-	-	-	-	-	-	-	-	ID:NP_042875.1,	ID:YP_009315909.1,	-	-	-	-	-	ID:YP_009508792.1,	-	ID:YP_009229911.1,	-	-	ID:YP_003799999.1,	ID:YP_009507360.1,ID:YP_009507361.1,	-	-	-	-	-	ID:YP_009508198.1,	-	ID:YP_009508184.1,	ID:YP_009465714.1,	ID:NP_041406.1,	ID:YP_009058897.1,	-	ID:YP_009507353.1,	ID:YP_009507357.1,	ID:YP_007518457.1,	ID:NP_758524.1,	-	-	-	-	ID:YP_009507378.1,	-	ID:YP_009508807.1,	-	-	-	-	-	-	ID:YP_009389295.1,	ID:YP_009389291.1,	-	ID:YP_005090507.1,	-	ID:YP_009130652.1,	-	ID:YP_009508784.1,	ID:YP_006272947.1,	-	-	ID:NP_043516.1,ID:NP_043517.1,	ID:YP_009507344.1,ID:YP_009507345.1,	-	ID:YP_002586776.1,	ID:YP_002808457.1,	ID:YP_002916063.1,	ID:NP_694867.1,	-	ID:YP_004928148.1,	-	-	-	ID:YP_009241378.1,	-	ID:YP_009272916.1,	ID:NP_041248.1,	-	-	ID:YP_068412.1,ID:YP_068413.1,	ID:YP_009508788.1,	-	-	ID:YP_009507392.1,	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004869644.1,	-	-	ID:YP_009507364.1,ID:YP_009507365.1,	ID:YP_009010977.1,	-	-	-	-	-	-	-	ID:NP_757372.1,	ID:YP_338089.1,	ID:YP_009507382.1,	-	-	ID:YP_009110762.1,ID:YP_009110763.1,	ID:YP_009227294.1,	ID:YP_009186842.1,	-	ID:YP_009552128.1,ID:YP_009552129.1,	-	-	-	-	-	ID:YP_009272692.1,	-	-	ID:YP_009507370.1,	ID:YP_009361880.1,ID:YP_009361881.1,	-	-	-	-	-	-	-	ID:YP_009175070.1,	-	-	
18_assembly_activating_...faa	-	-	-	ID:YP_004030758.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009154714.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
20_X_gene.faa	-	-	-	ID:YP_009110690.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
33_NS1.faa	-	-	-	-	-	-	-	-	-	-	ID:YP_002854229.1,	-	-	-	ID:YP_002265406.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004222723.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
34_NS2.faa	-	-	-	-	-	-	-	-	-	-	ID:YP_002854230.1,	ID:NP_694828.1,	-	-	ID:YP_002265407.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004222724.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
35_VP.faa	-	-	-	-	-	-	-	-	-	-	ID:YP_002854231.1,	ID:NP_694829.3,	-	-	ID:YP_002265408.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004222725.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
36_NS1.faa	-	-	-	-	-	-	-	-	-	-	-	ID:NP_694827.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
39_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_042872.1,	ID:YP_009315908.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009507341.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009110759.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009361877.1,	-	-	-	-	-	-	-	-	-	-	
40_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_042873.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
41_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_042874.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
51_Cap.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_852781.1,	-	-	-	ID:YP_009508795.1,	-	-	-	-	-	-	-	-	-	-	-	ID:YP_077176.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009552776.1,	-	ID:YP_008802582.1,	-	-	-	-	-	-	-	-	-	-	-	ID:YP_238483.1,	-	-	-	-	-	ID:YP_009508800.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004869647.1,	-	-	-	ID:YP_009507386.1,	ID:YP_008439208.1,	-	-	ID:YP_008888534.1,	ID:YP_009021567.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009315893.1,	ID:YP_009553052.1,	-	ID:YP_009116877.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	
57_NP1.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009508790.1,	ID:YP_009508794.1,	ID:YP_009229909.1,	-	-	ID:YP_003799997.1,	ID:YP_009507359.1,	-	-	-	-	-	-	-	ID:YP_009508182.1,	-	ID:NP_041403.1,	-	-	ID:YP_009507351.1,	ID:YP_009507355.1,	ID:YP_007518455.1,	ID:NP_758522.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009389293.1,	ID:YP_009389290.1,	-	-	-	-	ID:YP_008802581.1,	ID:YP_009508782.1,	ID:YP_006272945.1,	-	-	-	-	-	ID:YP_002586774.1,	ID:YP_002808455.1,	ID:YP_002916061.1,	-	-	-	-	ID:YP_009215302.1,	ID:YP_009551694.1,	-	ID:YP_009508799.1,	ID:YP_009272914.1,	-	-	-	-	ID:YP_009508786.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009046823.1,	ID:YP_004869642.1,	ID:YP_004869646.1,	ID:YP_005086949.1,	ID:YP_009507363.1,	ID:YP_009010975.1,	-	-	-	-	-	-	-	-	ID:YP_338087.1,	-	-	-	-	ID:YP_009227292.1,	-	-	-	-	ID:YP_009552696.1,	ID:YP_009553048.1,	ID:YP_009315892.1,	ID:YP_009553051.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
