Ageratum-yellow-vein-China-virus--Hn2_taxid_222078.gbk	-	-	ID:NP_671444.1,	ID:NP_671445.1,	ID:NP_671447.1,	ID:NP_671442.1,	-	-	-	-	-	-	ID:NP_671443.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ageratum-yellow-vein-Hualian-virus-Taiwan-Hualian4-2000_taxid_437061.gbk	-	-	ID:YP_009508225.1,	ID:YP_009508226.1,	ID:YP_009508228.1,	ID:YP_009508223.1,	-	-	-	-	-	-	ID:YP_009508224.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ageratum-yellow-vein-Hualian-virus_taxid_437063.gbk	-	-	ID:YP_001950235.1,	ID:YP_001950236.1,	ID:YP_001950238.1,	ID:YP_001950233.1,	-	-	-	-	-	-	ID:YP_001950234.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ageratum-yellow-vein-Sri-Lanka-virus_taxid_222079.gbk	-	-	ID:NP_148953.1,	ID:NP_148954.1,	ID:NP_148956.1,	ID:NP_148951.1,	-	-	-	-	-	-	ID:NP_148952.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ageratum-yellow-vein-Taiwan-virus_taxid_222441.gbk	-	-	ID:NP_803549.1,	ID:NP_803550.1,	ID:NP_803552.1,	ID:NP_803547.1,	-	-	-	-	-	-	ID:NP_803548.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Alfalfa-leaf-curl-virus_taxid_1306546.gbk	-	-	-	-	-	-	ID:YP_009162632.1,	ID:YP_009162633.1,	ID:YP_009162637.1,	-	-	-	ID:YP_009162634.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Allamanda-leaf-curl-virus_taxid_452758.gbk	-	-	ID:YP_001974395.1,	ID:YP_001974396.1,	ID:YP_001974398.1,	ID:YP_001974393.1,	-	-	-	-	-	-	ID:YP_001974394.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Allamanda-leaf-mottle-distortion-virus_taxid_1317107.gbk	ID:YP_009547922.1,	ID:YP_009547923.1,	ID:YP_009026394.1,	ID:YP_009026395.1,	ID:YP_009026397.1,	ID:YP_009026392.1,	-	-	-	-	-	-	ID:YP_009026393.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Alternanthera-yellow-vein-virus_taxid_337826.gbk	-	-	ID:YP_271826.1,	ID:YP_271827.1,	ID:YP_271829.1,	-	-	-	-	-	-	-	ID:YP_271825.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Andrographis-yellow-vein-leaf-curl-virus_taxid_1738045.gbk	-	-	ID:YP_009177711.1,	ID:YP_009177712.1,	-	ID:YP_009177709.1,	-	-	-	-	-	-	ID:YP_009177710.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Apple-geminivirus-PL-2015_taxid_1633752.gbk	-	-	ID:YP_009129270.1,	ID:YP_009129271.1,	ID:YP_009129273.1,	-	-	-	-	ID:YP_009129268.1,	ID:YP_009129269.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Asystasia-mosaic-Madagascar-virus_taxid_1611435.gbk	ID:YP_009121934.1,	ID:YP_009121935.1,	ID:YP_009121938.1,	ID:YP_009121939.1,	ID:YP_009121941.1,	-	-	-	-	-	-	-	ID:YP_009121937.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Axonopus-compressus-streak-virus_taxid_1476487.gbk	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009021761.1,	ID:YP_009021762.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bean-calico-mosaic-virus_taxid_31602.gbk	ID:NP_612599.1,	ID:NP_612600.1,	ID:NP_612595.1,	ID:NP_612596.1,	-	-	-	-	-	-	-	-	ID:NP_612594.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bean-chlorosis-virus_taxid_1227354.gbk	ID:YP_007024778.1,	ID:YP_007024779.1,	ID:YP_007024781.1,	ID:YP_007024782.1,	ID:YP_007024784.1,	-	-	-	-	-	-	-	ID:YP_007024780.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bean-dwarf-mosaic-virus_taxid_10838.gbk	ID:NP_047221.1,	ID:NP_047222.1,	ID:NP_047225.1,	ID:NP_047226.1,	-	-	-	-	-	-	-	-	ID:NP_047224.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bean-golden-mosaic-virus_taxid_10839.gbk	ID:NP_660085.1,	ID:NP_660086.1,	ID:NP_660083.1,	ID:NP_660084.1,	-	-	-	-	-	-	-	-	ID:NP_660082.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bean-golden-yellow-mosaic-virus-Dominican-Republic_taxid_222445.gbk	ID:YP_009507973.1,	ID:YP_009507974.1,	ID:YP_009507976.1,	ID:YP_009507977.1,	-	-	-	-	-	-	-	-	ID:YP_009507975.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bean-golden-yellow-mosaic-virus_taxid_220340.gbk	ID:NP_040768.1,	ID:NP_040769.1,	ID:NP_040774.1,	ID:NP_040775.1,	-	-	-	-	-	-	-	-	ID:NP_040772.1,	ID:NP_040771.1,	ID:NP_040773.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bean-leaf-crumple-virus_taxid_2004460.gbk	-	-	ID:YP_009666507.1,	ID:YP_009666508.1,	-	-	-	-	-	-	-	-	ID:YP_009666506.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bean-white-chlorosis-mosaic-virus_taxid_2169732.gbk	-	-	ID:YP_008400123.1,	ID:YP_008400124.1,	ID:YP_008400126.1,	-	-	-	-	-	-	-	ID:YP_008400122.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bean-yellow-dwarf-virus_taxid_57119.gbk	-	-	-	-	-	-	-	-	-	-	-	ID:NP_612219.1,	ID:NP_612220.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bean-yellow-mosaic-Mexico-virus_taxid_714310.gbk	-	-	ID:YP_004429233.1,	ID:YP_004429234.1,	-	-	-	-	-	-	-	-	ID:YP_004429232.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Beet-curly-top-Iran-virus_taxid_391228.gbk	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_001715619.1,	-	-	ID:YP_001715617.1,	ID:YP_001715618.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Beet-curly-top-virus_taxid_10840.gbk	-	-	ID:NP_040560.1,	ID:NP_040561.1,	-	-	-	-	-	-	-	-	ID:NP_040559.1,	-	-	ID:NP_899663.1,	ID:NP_040558.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bhendi-yellow-vein-Bhubhaneswar-virus_taxid_591160.gbk	-	-	ID:YP_002576169.1,	ID:YP_002576170.1,	ID:YP_002576172.1,	ID:YP_002576166.1,	-	-	-	-	-	-	ID:YP_002576167.1,	-	ID:YP_002576168.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bhendi-yellow-vein-Delhi-virus-2004-New-Delhi_taxid_587620.gbk	-	-	ID:YP_002519379.1,	ID:YP_002519380.1,	ID:YP_002519382.1,	ID:YP_002519376.1,	-	-	-	-	-	-	ID:YP_002519377.1,	-	ID:YP_002519378.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bhendi-yellow-vein-Haryana-virus-2003-Karnal_taxid_658650.gbk	-	-	ID:YP_009666341.1,	ID:YP_009666342.1,	ID:YP_009666344.1,	ID:YP_009666338.1,	-	-	-	-	-	-	ID:YP_009666339.1,	-	ID:YP_009666340.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bhendi-yellow-vein-India-virus-India-Dharwad-OYDWR2-2006_taxid_908028.gbk	-	-	ID:YP_004123083.1,	ID:YP_004123084.1,	ID:YP_004123086.1,	ID:YP_004123080.1,	-	-	-	-	-	-	ID:YP_004123081.1,	-	ID:YP_004123082.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bhendi-yellow-vein-mosaic-virus_taxid_120168.gbk	-	-	ID:NP_579974.1,	ID:NP_579975.1,	ID:NP_579977.1,	ID:NP_579971.1,	-	-	-	-	-	-	ID:NP_579972.1,	-	ID:NP_579973.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bitter-gourd-yellow-vein-virus_taxid_1513489.gbk	ID:YP_009058926.1,	ID:YP_009058927.1,	ID:YP_009058922.1,	ID:YP_009058923.1,	ID:YP_009058925.1,	ID:YP_009058920.1,	-	-	-	-	-	-	ID:YP_009058921.1,	-	-	-	-	ID:YP_009058919.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Blainvillea-yellow-spot-virus_taxid_536081.gbk	ID:YP_001960964.1,	ID:YP_001960965.1,	ID:YP_001960960.1,	ID:YP_001960961.1,	ID:YP_001960963.1,	-	-	-	-	-	-	-	ID:YP_001960959.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Blechum-interveinal-chlorosis-virus_taxid_1246650.gbk	ID:YP_006902888.1,	ID:YP_006902889.1,	ID:YP_006905831.1,	ID:YP_006905832.1,	ID:YP_006905834.1,	-	-	-	-	-	-	-	ID:YP_006905830.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Boerhavia-yellow-spot-virus_taxid_361697.gbk	-	-	ID:YP_009506375.1,	ID:YP_009506376.1,	-	-	-	-	-	-	-	-	ID:YP_009506374.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bromus-catharticus-striate-mosaic-virus_taxid_936005.gbk	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004089626.1,	-	-	-	-	-	ID:YP_004089625.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cabbage-leaf-curl-Jamaica-virus_taxid_345184.gbk	ID:YP_009507983.1,	ID:YP_009507984.1,	ID:YP_009507979.1,	ID:YP_009507980.1,	ID:YP_009507982.1,	-	-	-	-	-	-	-	ID:YP_009507978.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cabbage-leaf-curl-virus_taxid_51336.gbk	ID:NP_624352.1,	ID:NP_624353.1,	ID:NP_620886.1,	ID:NP_620887.1,	-	-	-	-	-	-	-	-	ID:NP_620885.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Camellia-chlorotic-dwarf-associated-virus_taxid_2122733.gbk	-	ID:YP_009553591.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_009553590.1,	-	-	-	-	-	-	ID:YP_009553588.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Capraria-yellow-spot-Yucatan-virus_taxid_1311277.gbk	ID:YP_008400133.1,	ID:YP_008400134.1,	ID:YP_008400129.1,	ID:YP_008400130.1,	-	-	-	-	-	-	-	-	ID:YP_008400128.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cassava-mosaic-Madagascar-virus_taxid_1125764.gbk	ID:YP_005352919.1,	ID:YP_005352920.1,	ID:YP_005352915.1,	ID:YP_005352916.1,	ID:YP_005352918.1,	ID:YP_005352913.1,	-	-	-	-	-	-	ID:YP_005352914.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Catharanthus-yellow-mosaic-virus_taxid_1076345.gbk	-	-	ID:YP_009112874.1,	ID:YP_009112875.1,	ID:YP_009112877.1,	ID:YP_009112872.1,	-	-	-	-	-	-	ID:YP_009112873.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Centrosema-yellow-spot-virus_taxid_1129032.gbk	-	-	ID:YP_005352891.1,	ID:YP_005352892.1,	ID:YP_005352894.1,	-	-	-	-	-	-	-	ID:YP_005352890.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chayote-yellow-mosaic-virus_taxid_222450.gbk	-	-	ID:NP_803406.1,	ID:NP_803407.1,	ID:NP_803409.1,	-	-	-	-	-	-	-	ID:NP_803405.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chenopodium-leaf-curl-virus_taxid_1032478.gbk	-	-	ID:YP_009506380.1,	ID:YP_009506381.1,	-	-	-	-	-	-	-	-	ID:YP_009506379.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chickpea-chlorosis-Australia-virus_taxid_1302848.gbk	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008472702.1,	ID:YP_008472703.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chickpea-chlorosis-virus-A_taxid_887825.gbk	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004046665.1,	ID:YP_004046666.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chickpea-chlorotic-dwarf-virus_taxid_463360.gbk	-	-	-	-	-	-	-	-	-	-	-	ID:YP_002014710.1,	ID:YP_002014711.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chickpea-redleaf-virus_taxid_887827.gbk	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004046661.1,	ID:YP_004046662.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chickpea-yellow-dwarf-virus_taxid_1568974.gbk	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009104361.1,	ID:YP_009104362.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chickpea-yellows-virus_taxid_1162557.gbk	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009506575.1,	ID:YP_009506576.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chilli-leaf-curl-Ahmedabad-virus-India-India-Ahmedabad-2014_taxid_1678003.gbk	-	-	ID:YP_009170678.1,	ID:YP_009170679.1,	ID:YP_009170681.1,	ID:YP_009170676.1,	-	-	-	-	-	-	ID:YP_009170677.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chilli-leaf-curl-India-virus_taxid_577124.gbk	-	-	ID:YP_009508109.1,	ID:YP_009508110.1,	ID:YP_009508112.1,	ID:YP_009508107.1,	-	-	-	-	-	-	ID:YP_009508108.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chilli-leaf-curl-Kanpur-virus-India-Kanpur-2008_taxid_1000665.gbk	-	-	ID:YP_009506386.1,	ID:YP_009506387.1,	ID:YP_009506389.1,	ID:YP_009506384.1,	-	-	-	-	-	-	ID:YP_009506385.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chilli-leaf-curl-Vellanad-virus-India-Vellanad-2008_taxid_1000664.gbk	-	-	ID:YP_009506392.1,	ID:YP_009506393.1,	ID:YP_009506395.1,	ID:YP_009506390.1,	-	-	-	-	-	-	ID:YP_009506391.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chilli-leaf-curl-virus_taxid_172278.gbk	-	-	ID:NP_803555.1,	ID:NP_803556.1,	ID:NP_803558.1,	ID:NP_803553.1,	-	-	-	-	-	-	ID:NP_803554.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chino-del-tomate-Amazonas-virus_taxid_858516.gbk	-	-	ID:YP_009506397.1,	ID:YP_009506398.1,	-	-	-	-	-	-	-	-	ID:YP_009506396.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chino-del-tomate-virus_taxid_47838.gbk	ID:NP_620750.1,	ID:NP_620751.1,	ID:NP_620746.1,	ID:NP_620747.1,	ID:NP_620749.1,	-	-	-	-	-	-	-	ID:NP_620745.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chloris-striate-mosaic-virus_taxid_10820.gbk	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_040952.1,	-	-	-	-	-	ID:NP_040950.1,ID:NP_040951.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Citrus-chlorotic-dwarf-associated-virus_taxid_1202142.gbk	-	ID:YP_006522420.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_006522419.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cleome-leaf-crumple-virus_taxid_666144.gbk	ID:YP_004958217.1,	ID:YP_004958218.1,	ID:YP_004958240.1,	ID:YP_004958241.1,	ID:YP_004958243.1,	-	-	-	-	-	-	-	ID:YP_004958239.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
