"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"11","88_V2",1,1,"","88_V2.faa","88_V2.fna","1306546",0.1953125
"12","89_V3",3,3,"","89_V3.faa","89_V3.fna","1306546_1853865_1830242",0.5859375
"13","93_C3",4,4,"","93_C3.faa","93_C3.fna","1306546_1853865_1830242_2060142",0.78125
"14","108_av2",46,46,"PF01524_","108_av2.faa","108_av2.fna","337826_1611435_223260_1960710_333968_223264_263793_653358_543876_390437_390444_325111_676044_223287_33726_163654_2093274_935473_529680_1884991_379728_761701_1432565_688540_693892_652718_1198219_225752_1489312_1489311_574890_994388_1392388_2026196_2026195_999288_652717_940846_100755_1513529_1513528_634441_1881630_667119_1925153_1170656",8.984375
"15","119_V2",4,4,"","119_V2.faa","119_V2.fna","1633752_1906317_2093273_1949198",0.78125
"16","120_V1",2,2,"","120_V1.faa","120_V1.fna","1633752_1949198",0.390625
"17","133_movement_protein",28,28,"PF01708_","133_movement_protein.faa","133_movement_protein.fna","1476487_57119_1302848_887825_463360_887827_1568974_1162557_10837_1249648_1182518_268316_2025388_497863_2012856_2012857_1302849_1302850_1919062_268785_78395_1868659_1492296_603333_1571533_10830_1174526_10834",5.46875
"18","169_orf6",1,1,"","169_orf6.faa","169_orf6.fna","220340",0.1953125
"19","171_orf7",30,30,"PF04807_","171_orf7.faa","171_orf7.fna","220340_591160_587620_658650_908028_120168_1297645_2050584_1428190_1779714_1904881_2021666_1906668_223287_33726_1602199_529680_1884991_1904882_223318_191460_191463_761702_1899219_693894_341035_2021667_1266458_1391746_667119",5.859375
"20","194_V3",8,8,"PF07436_","194_V3.faa","194_V3.fna","391228_10840_2093275_46448_2093276_1987360_945225_873160",1.5625
"21","195_V2",8,8,"PF07325_","195_V2.faa","195_V2.fna","391228_10840_2093275_46448_2093276_1987360_945225_873160",1.5625
"22","197_C2",13,13,"","197_C2.faa","197_C2.fna","391228_10820_1202142_10837_1381007_376612_268776_2022321_945225_1919062_268785_78395_2025352",2.5390625
"23","242_AV3",3,3,"","242_AV3.faa","242_AV3.fna","1513489_1547577_223347",0.5859375
"24","267_movement_protein",7,6,"","267_movement_protein.faa","267_movement_protein.fna","936005_10820_10820_1196237_889510_1196236_1072672",1.171875
"25","285_hypothetical_protein",1,1,"","285_hypothetical_protein.faa","285_hypothetical_protein.fna","2122733",0.1953125
"26","286_hypothetical_protein",1,1,"","286_hypothetical_protein.faa","286_hypothetical_protein.fna","2122733",0.1953125
"27","322_AC5",4,4,"","322_AC5.faa","322_AC5.fna","1032478_31600_913600_1198134",0.78125
"28","385_AC1",1,1,"PF01492_","385_AC1.faa","385_AC1.fna","858516",0.1953125
"29","398_putative_V2-like_pro..",1,1,"","398_putative_V2-like_pro...faa","398_putative_V2-like_pro...fna","1202142",0.1953125
"30","485_AC1",1,1,"PF08283_","485_AC1.faa","485_AC1.fna","1297645",0.1953125
"31","547_C5",15,15,"PF04807_PF08464_","547_C5.faa","547_C5.fna","53010_62079_31600_207240_223303_1225069_408136_269275_2049944_223347_526476_420254_938276_134599_367061",2.9296875
"32","575_AC5",13,13,"PF08464_","575_AC5.faa","575_AC5.fna","207697_269095_1383052_508750_1333313_508748_53260_435646_761702_85753_693894_575917_85752",2.5390625
"33","676_AC4",1,1,"","676_AC4.faa","676_AC4.fna","223262",0.1953125
"34","729_movement_protein",2,2,"","729_movement_protein.faa","729_movement_protein.fna","1030595_268776",0.390625
"35","776_V2",1,1,"","776_V2.faa","776_V2.fna","1853865",0.1953125
"36","777_V4",1,1,"","777_V4.faa","777_V4.fna","1853865",0.1953125
"37","848_V2_protein",3,3,"","848_V2_protein.faa","848_V2_protein.fna","1381007_2022321_2025352",0.5859375
"38","850_V3_protein",3,3,"","850_V3_protein.faa","850_V3_protein.fna","1381007_2022321_2025352",0.5859375
"39","853_C3_protein",3,3,"","853_C3_protein.faa","853_C3_protein.fna","1381007_2022321_2025352",0.5859375
"40","854_AC6_protein",1,1,"","854_AC6_protein.faa","854_AC6_protein.fna","1428190",0.1953125
"41","858_AV3_protein",2,2,"","858_AV3_protein.faa","858_AV3_protein.fna","1428190_85753",0.390625
"42","923_C2",2,2,"","923_C2.faa","923_C2.fna","46448_873160",0.390625
"43","939_C2",6,6,"","939_C2.faa","939_C2.fna","653358_693892_225752_999288_652717_1513528",1.171875
"44","1307_hypothetical_protein",1,1,"","1307_hypothetical_protein.faa","1307_hypothetical_protein.fna","268776",0.1953125
"45","1312_V3_protein",1,1,"","1312_V3_protein.faa","1312_V3_protein.fna","1631303",0.1953125
"46","1313_V2_protein",1,1,"","1313_V2_protein.faa","1313_V2_protein.fna","1631303",0.1953125
"47","1329_1R2b",1,1,"","1329_1R2b.faa","1329_1R2b.fna","33726",0.1953125
"48","1331_AL5",1,1,"","1331_AL5.faa","1331_AL5.fna","33726",0.1953125
"49","1336_capsid",1,1,"","1336_capsid.faa","1336_capsid.fna","1229325",0.1953125
"50","1337_putative_movement_pr..",1,1,"","1337_putative_movement_pr...faa","1337_putative_movement_pr...fna","1229325",0.1953125
"51","1338_putative_replication..",1,1,"","1338_putative_replication...faa","1338_putative_replication...fna","1229325",0.1953125
"52","1339_Rep",2,2,"PF00799_","1339_Rep.faa","1339_Rep.fna","1229325_420255",0.390625
"53","1375_V2",2,2,"PF00844_","1375_V2.faa","1375_V2.fna","163654_693894",0.390625
"54","1445_hypothetical_protein",1,1,"","1445_hypothetical_protein.faa","1445_hypothetical_protein.fna","2162638",0.1953125
"55","1446_hypothetical_v2_prot..",1,1,"","1446_hypothetical_v2_prot...faa","1446_hypothetical_v2_prot...fna","2162638",0.1953125
"56","1563_V4",1,1,"","1563_V4.faa","1563_V4.fna","1830242",0.1953125
"57","1683_AC5",1,1,"","1683_AC5.faa","1683_AC5.fna","935473",0.1953125
"58","1939_v2",1,1,"PF01524_","1939_v2.faa","1939_v2.fna","420255",0.1953125
"59","2062_BV1",1,1,"PF00844_PF00844_","2062_BV1.faa","2062_BV1.fna","269277",0.1953125
"60","2123_truncated_V2",1,1,"PF01524_","2123_truncated_V2.faa","2123_truncated_V2.fna","2169736",0.1953125
"61","2140_AC4",1,1,"PF00799_PF01492_","2140_AC4.faa","2140_AC4.fna","693892",0.1953125
"62","2214_hypothetical_protein",2,2,"","2214_hypothetical_protein.faa","2214_hypothetical_protein.fna","940846_409287",0.390625
"63","2241_C3",1,1,"","2241_C3.faa","2241_C3.fna","603333",0.1953125
"64","2354_V3",2,2,"","2354_V3.faa","2354_V3.fna","2060142_2027645",0.390625
"65","2355_V2",1,1,"","2355_V2.faa","2355_V2.fna","2060142",0.1953125
"66","2361_hypothetical_protein",1,1,"","2361_hypothetical_protein.faa","2361_hypothetical_protein.fna","2027645",0.1953125
"67","2367_AL2",2,2,"","2367_AL2.faa","2367_AL2.fna","1340746_858512",0.390625
"68","2368_AL1",1,1,"PF01492_","2368_AL1.faa","2368_AL1.fna","1340746",0.1953125
"69","2867_ORF_V2",1,1,"","2867_ORF_V2.faa","2867_ORF_V2.fna","49267",0.1953125
"70","2969_BV2",1,1,"","2969_BV2.faa","2969_BV2.fna","85752",0.1953125
"71","3030_V2",2,2,"","3030_V2.faa","3030_V2.fna","859650_1766828",0.390625
